
task	acc_norm	95% confidence interval
582	65.63573883%	[61.6861%, 69.3803%]
583	65.69468268%	[61.7497%, 69.4342%]
584	65.75342466%	[61.8130%, 69.4879%]
585	65.81196581%	[61.8762%, 69.5414%]
586	65.87030717%	[61.9391%, 69.5948%]
587	65.75809199%	[61.8281%, 69.4832%]
588	65.81632653%	[61.8909%, 69.5364%]
589	65.87436333%	[61.9535%, 69.5895%]
590	65.76271186%	[61.8430%, 69.4785%]
591	65.82064298%	[61.9055%, 69.5315%]
592	65.87837838%	[61.9678%, 69.5843%]
593	65.93591906%	[62.0298%, 69.6369%]
594	65.99326599%	[62.0917%, 69.6893%]
595	66.05042017%	[62.1534%, 69.7415%]
596	66.10738255%	[62.2148%, 69.7936%]
597	66.16415410%	[62.2761%, 69.8455%]
598	66.22073579%	[62.3372%, 69.8972%]
599	66.27712855%	[62.3981%, 69.9487%]
600	66.33333333%	[62.4588%, 70.0001%]
601	66.22296173%	[62.3494%, 69.8905%]
602	66.27906977%	[62.4099%, 69.9418%]
603	66.33499171%	[62.4703%, 69.9929%]
604	66.39072848%	[62.5305%, 70.0438%]
605	66.28099174%	[62.4217%, 69.9348%]
606	66.33663366%	[62.4818%, 69.9857%]
607	66.22734761%	[62.3734%, 69.8772%]
608	66.28289474%	[62.4334%, 69.9279%]
609	66.33825944%	[62.4931%, 69.9786%]
610	66.39344262%	[62.5527%, 70.0290%]
611	66.44844517%	[62.6121%, 70.0793%]
612	66.50326797%	[62.6712%, 70.1294%]
613	66.55791191%	[62.7302%, 70.1794%]
614	66.44951140%	[62.6227%, 70.0717%]
615	66.50406504%	[62.6816%, 70.1216%]
616	66.55844156%	[62.7403%, 70.1713%]
617	66.61264182%	[62.7988%, 70.2209%]
618	66.66666667%	[62.8572%, 70.2703%]
619	66.55896607%	[62.7503%, 70.1634%]
620	66.61290323%	[62.8085%, 70.2127%]
621	66.66666667%	[62.8666%, 70.2618%]
622	66.72025723%	[62.9244%, 70.3108%]
623	66.77367576%	[62.9821%, 70.3597%]
624	66.82692308%	[63.0396%, 70.4083%]
625	66.72000000%	[62.9335%, 70.3022%]
626	66.61341853%	[62.8277%, 70.1965%]
627	66.66666667%	[62.8852%, 70.2452%]
628	66.71974522%	[62.9425%, 70.2937%]
629	66.61367250%	[62.8372%, 70.1884%]
630	66.66666667%	[62.8944%, 70.2369%]
631	66.71949287%	[62.9514%, 70.2852%]
632	66.61392405%	[62.8466%, 70.1805%]
633	66.66666667%	[62.9035%, 70.2287%]
634	66.71924290%	[62.9603%, 70.2768%]
635	66.61417323%	[62.8560%, 70.1726%]
636	66.66666667%	[62.9126%, 70.2206%]
637	66.56200942%	[62.8087%, 70.1167%]
638	66.61442006%	[62.8653%, 70.1647%]
639	66.66666667%	[62.9216%, 70.2125%]
640	66.71875000%	[62.9778%, 70.2602%]
641	66.77067083%	[63.0338%, 70.3077%]
642	66.82242991%	[63.0896%, 70.3551%]
643	66.87402799%	[63.1453%, 70.4023%]
644	66.77018634%	[63.0422%, 70.2993%]
645	66.82170543%	[63.0978%, 70.3465%]
646	66.71826625%	[62.9951%, 70.2438%]
647	66.76970634%	[63.0506%, 70.2909%]
648	66.66666667%	[62.9483%, 70.1886%]
649	66.71802773%	[63.0036%, 70.2357%]
650	66.76923077%	[63.0588%, 70.2826%]
651	66.66666667%	[62.9570%, 70.1808%]
652	66.71779141%	[63.0121%, 70.2276%]
653	66.61562021%	[62.9107%, 70.1262%]
654	66.51376147%	[62.8096%, 70.0250%]
655	66.56488550%	[62.8647%, 70.0719%]
656	66.46341463%	[62.7640%, 69.9711%]
657	66.36225266%	[62.6636%, 69.8706%]
658	66.41337386%	[62.7187%, 69.9175%]
659	66.46433991%	[62.7735%, 69.9643%]
660	66.51515152%	[62.8283%, 70.0109%]
661	66.41452345%	[62.7284%, 69.9109%]
662	66.46525680%	[62.7830%, 69.9575%]
663	66.36500754%	[62.6836%, 69.8579%]
664	66.26506024%	[62.5844%, 69.7586%]
665	66.16541353%	[62.4856%, 69.6595%]
666	66.06606607%	[62.3871%, 69.5608%]
667	66.11694153%	[62.4418%, 69.6075%]
668	66.16766467%	[62.4963%, 69.6541%]
669	66.21823617%	[62.5507%, 69.7006%]
670	66.11940299%	[62.4527%, 69.6023%]
671	66.02086438%	[62.3550%, 69.5043%]
672	65.92261905%	[62.2576%, 69.4066%]
673	65.97325409%	[62.3120%, 69.4532%]
674	65.87537092%	[62.2150%, 69.3558%]
675	65.92592593%	[62.2693%, 69.4023%]
676	65.82840237%	[62.1726%, 69.3053%]
677	65.87887740%	[62.2268%, 69.3517%]
678	65.78171091%	[62.1306%, 69.2550%]
679	65.83210604%	[62.1847%, 69.3014%]
680	65.73529412%	[62.0887%, 69.2051%]
681	65.63876652%	[61.9931%, 69.1090%]
682	65.54252199%	[61.8978%, 69.0132%]
683	65.59297218%	[61.9519%, 69.0596%]
684	65.49707602%	[61.8569%, 68.9642%]
685	65.54744526%	[61.9109%, 69.0106%]
686	65.59766764%	[61.9648%, 69.0568%]
687	65.64774381%	[62.0185%, 69.1030%]
688	65.69767442%	[62.0721%, 69.1490%]
689	65.60232221%	[61.9776%, 69.0540%]
690	65.65217391%	[62.0311%, 69.1000%]
691	65.70188133%	[62.0844%, 69.1458%]
692	65.60693642%	[61.9903%, 69.0512%]
693	65.51226551%	[61.8965%, 68.9570%]
694	65.56195965%	[61.9498%, 69.0028%]
695	65.61151079%	[62.0029%, 69.0485%]
696	65.51724138%	[61.9095%, 68.9546%]
697	65.56671449%	[61.9626%, 69.0002%]
698	65.61604585%	[62.0155%, 69.0457%]
699	65.52217454%	[61.9225%, 68.9522%]
700	65.42857143%	[61.8297%, 68.8590%]
701	65.47788873%	[61.8826%, 68.9045%]
702	65.52706553%	[61.9353%, 68.9498%]
703	65.57610242%	[61.9878%, 68.9951%]
704	65.62500000%	[62.0402%, 69.0402%]
705	65.53191489%	[61.9480%, 68.9475%]
706	65.43909348%	[61.8561%, 68.8550%]
707	65.48797737%	[61.9084%, 68.9001%]
708	65.53672316%	[61.9607%, 68.9451%]
709	65.44428773%	[61.8691%, 68.8530%]
710	65.35211268%	[61.7778%, 68.7612%]
711	65.40084388%	[61.8300%, 68.8062%]
712	65.44943820%	[61.8820%, 68.8511%]
713	65.49789621%	[61.9339%, 68.8958%]
714	65.40616246%	[61.8430%, 68.8044%]
715	65.31468531%	[61.7524%, 68.7133%]
716	65.36312849%	[61.8043%, 68.7580%]
717	65.41143654%	[61.8560%, 68.8026%]
718	65.32033426%	[61.7658%, 68.7118%]
719	65.22948540%	[61.6758%, 68.6213%]
720	65.27777778%	[61.7275%, 68.6659%]
721	65.18723994%	[61.6378%, 68.5757%]
722	65.23545706%	[61.6894%, 68.6202%]
723	65.28354080%	[61.7409%, 68.6647%]
724	65.33149171%	[61.7922%, 68.7090%]
725	65.24137931%	[61.7029%, 68.6192%]
726	65.28925620%	[61.7541%, 68.6634%]
727	65.33700138%	[61.8052%, 68.7076%]
728	65.24725275%	[61.7163%, 68.6181%]
729	65.29492455%	[61.7673%, 68.6622%]
730	65.20547945%	[61.6787%, 68.5730%]
731	65.25307798%	[61.7296%, 68.6170%]
732	65.16393443%	[61.6414%, 68.5282%]
733	65.21145975%	[61.6922%, 68.5721%]
734	65.25885559%	[61.7428%, 68.6160%]
735	65.30612245%	[61.7934%, 68.6597%]
736	65.35326087%	[61.8438%, 68.7033%]
737	65.40027137%	[61.8941%, 68.7467%]
738	65.31165312%	[61.8063%, 68.6584%]
739	65.22327470%	[61.7188%, 68.5703%]
740	65.27027027%	[61.7690%, 68.6138%]
741	65.31713900%	[61.8191%, 68.6572%]
742	65.36388140%	[61.8691%, 68.7004%]
743	65.41049798%	[61.9189%, 68.7435%]
744	65.45698925%	[61.9687%, 68.7865%]
745	65.50335570%	[62.0182%, 68.8294%]
746	65.54959786%	[62.0677%, 68.8722%]
747	65.59571620%	[62.1170%, 68.9148%]
748	65.64171123%	[62.1662%, 68.9573%]
749	65.68758344%	[62.2153%, 68.9998%]
750	65.73333333%	[62.2643%, 69.0421%]
751	65.77896138%	[62.3131%, 69.0842%]
752	65.69148936%	[62.2263%, 68.9971%]
753	65.60424967%	[62.1399%, 68.9102%]
754	65.64986737%	[62.1886%, 68.9524%]
755	65.56291391%	[62.1024%, 68.8658%]
756	65.47619048%	[62.0165%, 68.7794%]
757	65.52179657%	[62.0652%, 68.8216%]
758	65.56728232%	[62.1139%, 68.8637%]
759	65.61264822%	[62.1624%, 68.9057%]
760	65.52631579%	[62.0768%, 68.8197%]
761	65.57161629%	[62.1252%, 68.8616%]
762	65.61679790%	[62.1735%, 68.9034%]
763	65.53079948%	[62.0883%, 68.8177%]
764	65.57591623%	[62.1365%, 68.8595%]
765	65.62091503%	[62.1846%, 68.9011%]
766	65.53524804%	[62.0997%, 68.8158%]
767	65.44980443%	[62.0150%, 68.7306%]
768	65.36458333%	[61.9305%, 68.6457%]
769	65.27958388%	[61.8463%, 68.5610%]
770	65.32467532%	[61.8944%, 68.6028%]
771	65.36964981%	[61.9425%, 68.6444%]
772	65.41450777%	[61.9904%, 68.6860%]
773	65.45924968%	[62.0382%, 68.7274%]
774	65.50387597%	[62.0859%, 68.7688%]
775	65.54838710%	[62.1334%, 68.8100%]
776	65.59278351%	[62.1808%, 68.8511%]
777	65.63706564%	[62.2282%, 68.8921%]
778	65.68123393%	[62.2754%, 68.9330%]
779	65.72528883%	[62.3224%, 68.9738%]
780	65.64102564%	[62.2389%, 68.8899%]
781	65.55697823%	[62.1555%, 68.8061%]
782	65.60102302%	[62.2026%, 68.8469%]
783	65.51724138%	[62.1195%, 68.7635%]
784	65.43367347%	[62.0367%, 68.6802%]
785	65.47770701%	[62.0837%, 68.7210%]
786	65.52162850%	[62.1306%, 68.7617%]
787	65.43837357%	[62.0480%, 68.6787%]
788	65.35532995%	[61.9657%, 68.5959%]
789	65.27249683%	[61.8836%, 68.5134%]
790	65.18987342%	[61.8018%, 68.4310%]
791	65.10745891%	[61.7201%, 68.3488%]
792	65.15151515%	[61.7671%, 68.3897%]
793	65.19546028%	[61.8140%, 68.4304%]
794	65.23929471%	[61.8607%, 68.4711%]
795	65.15723270%	[61.7794%, 68.3893%]
796	65.07537688%	[61.6983%, 68.3076%]
797	65.11919699%	[61.7451%, 68.3483%]
798	65.16290727%	[61.7917%, 68.3889%]
799	65.20650814%	[61.8382%, 68.4293%]
800	65.25000000%	[61.8845%, 68.4697%]
801	65.29338327%	[61.9308%, 68.5100%]
802	65.33665835%	[61.9770%, 68.5501%]
803	65.37982565%	[62.0230%, 68.5902%]
804	65.42288557%	[62.0690%, 68.6301%]
805	65.46583851%	[62.1148%, 68.6700%]
806	65.50868486%	[62.1605%, 68.7097%]
807	65.42750929%	[62.0800%, 68.6288%]
808	65.47029703%	[62.1256%, 68.6685%]
809	65.51297899%	[62.1712%, 68.7081%]
810	65.55555556%	[62.2166%, 68.7477%]
811	65.59802713%	[62.2619%, 68.7871%]
812	65.64039409%	[62.3071%, 68.8264%]
813	65.55965560%	[62.2271%, 68.7459%]
814	65.60196560%	[62.2722%, 68.7852%]
815	65.64417178%	[62.3172%, 68.8243%]
816	65.56372549%	[62.2374%, 68.7442%]
817	65.48347613%	[62.1579%, 68.6642%]
818	65.40342298%	[62.0785%, 68.5844%]
819	65.32356532%	[61.9993%, 68.5048%]
820	65.36585366%	[62.0444%, 68.5440%]
821	65.40803898%	[62.0894%, 68.5832%]
822	65.45012165%	[62.1342%, 68.6223%]
823	65.49210207%	[62.1790%, 68.6613%]
824	65.53398058%	[62.2236%, 68.7002%]
825	65.57575758%	[62.2682%, 68.7389%]
826	65.61743341%	[62.3126%, 68.7776%]
827	65.65900846%	[62.3570%, 68.8162%]
828	65.70048309%	[62.4012%, 68.8547%]
829	65.62123040%	[62.3226%, 68.7758%]
830	65.66265060%	[62.3668%, 68.8142%]
831	65.70397112%	[62.4108%, 68.8526%]
832	65.74519231%	[62.4548%, 68.8908%]
833	65.66626651%	[62.3765%, 68.8122%]
834	65.70743405%	[62.4204%, 68.8504%]
835	65.74850299%	[62.4642%, 68.8886%]
836	65.78947368%	[62.5079%, 68.9266%]
837	65.83034648%	[62.5515%, 68.9646%]
838	65.87112172%	[62.5950%, 69.0024%]
839	65.91179976%	[62.6384%, 69.0402%]
840	65.83333333%	[62.5605%, 68.9620%]
841	65.87395957%	[62.6038%, 68.9997%]
842	65.79572447%	[62.5262%, 68.9218%]
843	65.71767497%	[62.4487%, 68.8440%]
844	65.75829384%	[62.4920%, 68.8818%]
845	65.68047337%	[62.4148%, 68.8042%]
846	65.72104019%	[62.4581%, 68.8419%]
847	65.64344746%	[62.3811%, 68.7646%]
848	65.56603774%	[62.3043%, 68.6874%]
849	65.60659600%	[62.3475%, 68.7251%]
850	65.64705882%	[62.3906%, 68.7627%]
851	65.68742656%	[62.4336%, 68.8002%]
852	65.72769953%	[62.4765%, 68.8377%]
853	65.65064478%	[62.4001%, 68.7609%]
854	65.69086651%	[62.4429%, 68.7983%]
855	65.61403509%	[62.3667%, 68.7217%]
856	65.53738318%	[62.2906%, 68.6453%]
857	65.57759627%	[62.3335%, 68.6827%]
858	65.50116550%	[62.2577%, 68.6065%]
859	65.42491269%	[62.1820%, 68.5305%]
860	65.46511628%	[62.2248%, 68.5679%]
861	65.38908246%	[62.1494%, 68.4920%]
862	65.42923434%	[62.1922%, 68.5294%]
863	65.46929316%	[62.2348%, 68.5667%]
864	65.39351852%	[62.1596%, 68.4911%]
865	65.43352601%	[62.2022%, 68.5283%]
866	65.47344111%	[62.2447%, 68.5655%]
867	65.51326413%	[62.2871%, 68.6025%]
868	65.43778802%	[62.2123%, 68.5273%]
869	65.47756041%	[62.2546%, 68.5643%]
870	65.51724138%	[62.2968%, 68.6012%]
871	65.55683123%	[62.3390%, 68.6381%]
872	65.59633028%	[62.3810%, 68.6748%]
873	65.52119129%	[62.3065%, 68.5999%]
874	65.56064073%	[62.3485%, 68.6366%]
875	65.60000000%	[62.3904%, 68.6732%]
876	65.63926941%	[62.4322%, 68.7098%]
877	65.67844926%	[62.4739%, 68.7462%]
878	65.71753986%	[62.5155%, 68.7826%]
879	65.75654152%	[62.5571%, 68.8189%]
880	65.79545455%	[62.5985%, 68.8551%]
881	65.72077185%	[62.5244%, 68.7807%]
882	65.75963719%	[62.5658%, 68.8168%]
883	65.68516421%	[62.4918%, 68.7426%]
884	65.61085973%	[62.4181%, 68.6685%]
885	65.64971751%	[62.4595%, 68.7047%]
886	65.57562077%	[62.3859%, 68.6308%]
887	65.61443067%	[62.4272%, 68.6670%]
888	65.54054054%	[62.3539%, 68.5933%]
889	65.57930259%	[62.3951%, 68.6294%]
890	65.61797753%	[62.4363%, 68.6654%]
891	65.65656566%	[62.4774%, 68.7013%]
892	65.69506726%	[62.5183%, 68.7372%]
893	65.73348264%	[62.5592%, 68.7729%]
894	65.77181208%	[62.6000%, 68.8086%]
895	65.81005587%	[62.6408%, 68.8442%]
896	65.73660714%	[62.5678%, 68.7710%]
897	65.77480491%	[62.6085%, 68.8066%]
898	65.70155902%	[62.5358%, 68.7336%]
899	65.62847608%	[62.4632%, 68.6607%]
900	65.66666667%	[62.5039%, 68.6963%]
901	65.70477248%	[62.5444%, 68.7318%]
902	65.74279379%	[62.5849%, 68.7672%]
903	65.66998893%	[62.5126%, 68.6946%]
904	65.70796460%	[62.5530%, 68.7300%]
905	65.74585635%	[62.5933%, 68.7653%]
906	65.78366446%	[62.6335%, 68.8005%]
907	65.82138920%	[62.6737%, 68.8356%]
908	65.85903084%	[62.7137%, 68.8707%]
909	65.78657866%	[62.6418%, 68.7985%]
910	65.82417582%	[62.6818%, 68.8335%]
911	65.86169045%	[62.7217%, 68.8685%]
912	65.89912281%	[62.7616%, 68.9033%]
913	65.82694414%	[62.6899%, 68.8314%]
914	65.75492341%	[62.6184%, 68.7596%]
915	65.68306011%	[62.5470%, 68.6880%]
916	65.61135371%	[62.4758%, 68.6165%]
917	65.53980371%	[62.4048%, 68.5452%]
918	65.46840959%	[62.3339%, 68.4740%]
919	65.50598477%	[62.3739%, 68.5090%]
920	65.54347826%	[62.4137%, 68.5440%]
921	65.58089034%	[62.4535%, 68.5788%]
922	65.61822126%	[62.4932%, 68.6136%]
923	65.54712893%	[62.4226%, 68.5428%]
924	65.58441558%	[62.4623%, 68.5775%]
925	65.51351351%	[62.3919%, 68.5068%]
926	65.44276458%	[62.3217%, 68.4363%]
927	65.48004315%	[62.3613%, 68.4710%]
928	65.40948276%	[62.2912%, 68.4007%]
929	65.44671690%	[62.3308%, 68.4354%]
930	65.37634409%	[62.2610%, 68.3652%]
931	65.41353383%	[62.3005%, 68.3999%]
932	65.34334764%	[62.2308%, 68.3299%]
933	65.27331190%	[62.1613%, 68.2600%]
934	65.31049251%	[62.2008%, 68.2947%]
935	65.24064171%	[62.1315%, 68.2250%]
936	65.27777778%	[62.1710%, 68.2597%]
937	65.31483458%	[62.2103%, 68.2943%]
938	65.35181237%	[62.2496%, 68.3288%]
939	65.28221512%	[62.1805%, 68.2594%]
940	65.31914894%	[62.2197%, 68.2939%]
941	65.35600425%	[62.2589%, 68.3283%]
942	65.39278132%	[62.2979%, 68.3626%]
943	65.42948038%	[62.3369%, 68.3969%]
944	65.46610169%	[62.3758%, 68.4311%]
945	65.50264550%	[62.4146%, 68.4652%]
946	65.53911205%	[62.4533%, 68.4992%]
947	65.57550158%	[62.4920%, 68.5332%]
948	65.61181435%	[62.5306%, 68.5671%]
949	65.54267650%	[62.4619%, 68.4981%]
950	65.47368421%	[62.3934%, 68.4293%]
951	65.40483701%	[62.3251%, 68.3606%]
952	65.33613445%	[62.2569%, 68.2921%]
953	65.37250787%	[62.2955%, 68.3261%]
954	65.40880503%	[62.3340%, 68.3600%]
955	65.34031414%	[62.2661%, 68.2916%]
956	65.37656904%	[62.3046%, 68.3255%]
957	65.41274817%	[62.3430%, 68.3593%]
958	65.34446764%	[62.2752%, 68.2912%]
959	65.38060480%	[62.3135%, 68.3249%]
960	65.41666667%	[62.3518%, 68.3586%]
961	65.45265349%	[62.3900%, 68.3922%]
962	65.48856549%	[62.4281%, 68.4258%]
963	65.52440291%	[62.4662%, 68.4593%]
964	65.45643154%	[62.3987%, 68.3915%]
965	65.38860104%	[62.3314%, 68.3238%]
966	65.42443064%	[62.3694%, 68.3573%]
967	65.46018614%	[62.4073%, 68.3907%]
968	65.39256198%	[62.3402%, 68.3232%]
969	65.42827657%	[62.3781%, 68.3566%]
970	65.46391753%	[62.4159%, 68.3899%]
971	65.39649846%	[62.3490%, 68.3226%]
972	65.43209877%	[62.3868%, 68.3559%]
973	65.46762590%	[62.4245%, 68.3891%]
974	65.50308008%	[62.4621%, 68.4222%]
975	65.53846154%	[62.4997%, 68.4553%]
976	65.57377049%	[62.5371%, 68.4883%]
977	65.60900716%	[62.5745%, 68.5212%]
978	65.54192229%	[62.5079%, 68.4543%]
979	65.57711951%	[62.5453%, 68.4872%]
980	65.51020408%	[62.4788%, 68.4205%]
981	65.54536188%	[62.5161%, 68.4533%]
982	65.58044807%	[62.5534%, 68.4861%]
983	65.61546287%	[62.5905%, 68.5188%]
984	65.54878049%	[62.5243%, 68.4523%]
985	65.48223350%	[62.4582%, 68.3859%]
986	65.41582150%	[62.3923%, 68.3197%]
987	65.45086120%	[62.4295%, 68.3525%]
988	65.48582996%	[62.4666%, 68.3851%]
989	65.52072801%	[62.5036%, 68.4178%]
990	65.55555556%	[62.5405%, 68.4503%]
991	65.48940464%	[62.4748%, 68.3844%]
992	65.52419355%	[62.5117%, 68.4169%]
993	65.45820745%	[62.4462%, 68.3511%]
994	65.49295775%	[62.4831%, 68.3836%]
995	65.52763819%	[62.5199%, 68.4160%]
996	65.46184739%	[62.4545%, 68.3504%]
997	65.49648947%	[62.4913%, 68.3828%]
998	65.53106212%	[62.5279%, 68.4151%]
999	65.56556557%	[62.5645%, 68.4474%]
1000	65.60000000%	[62.6011%, 68.4796%]


