
task	acc_norm	95% confidence interval
582	65.46391753%	[61.5109%, 69.2142%]
583	65.52315609%	[61.5747%, 69.2683%]
584	65.58219178%	[61.6384%, 69.3223%]
585	65.64102564%	[61.7018%, 69.3762%]
586	65.69965870%	[61.7651%, 69.4298%]
587	65.58773424%	[61.6543%, 69.3184%]
588	65.64625850%	[61.7174%, 69.3720%]
589	65.70458404%	[61.7803%, 69.4253%]
590	65.59322034%	[61.6701%, 69.3146%]
591	65.65143824%	[61.7329%, 69.3678%]
592	65.70945946%	[61.7954%, 69.4209%]
593	65.76728499%	[61.8578%, 69.4738%]
594	65.65656566%	[61.7482%, 69.3637%]
595	65.71428571%	[61.8104%, 69.4165%]
596	65.77181208%	[61.8725%, 69.4692%]
597	65.82914573%	[61.9343%, 69.5216%]
598	65.88628763%	[61.9959%, 69.5739%]
599	65.94323873%	[62.0573%, 69.6260%]
600	66.00000000%	[62.1185%, 69.6779%]
601	65.89018303%	[62.0098%, 69.5687%]
602	65.94684385%	[62.0709%, 69.6206%]
603	66.00331675%	[62.1318%, 69.6722%]
604	66.05960265%	[62.1925%, 69.7237%]
605	65.95041322%	[62.0843%, 69.6152%]
606	66.00660066%	[62.1449%, 69.6666%]
607	65.89785832%	[62.0372%, 69.5585%]
608	65.95394737%	[62.0977%, 69.6099%]
609	66.00985222%	[62.1580%, 69.6610%]
610	66.06557377%	[62.2180%, 69.7120%]
611	66.12111293%	[62.2779%, 69.7629%]
612	66.17647059%	[62.3376%, 69.8135%]
613	66.23164763%	[62.3971%, 69.8640%]
614	66.12377850%	[62.2902%, 69.7568%]
615	66.17886179%	[62.3496%, 69.8072%]
616	66.23376623%	[62.4088%, 69.8575%]
617	66.28849271%	[62.4679%, 69.9076%]
618	66.34304207%	[62.5267%, 69.9575%]
619	66.23586430%	[62.4204%, 69.8510%]
620	66.29032258%	[62.4792%, 69.9008%]
621	66.34460548%	[62.5377%, 69.9505%]
622	66.39871383%	[62.5961%, 70.0000%]
623	66.45264848%	[62.6543%, 70.0494%]
624	66.50641026%	[62.7123%, 70.0986%]
625	66.56000000%	[62.7701%, 70.1476%]
626	66.45367412%	[62.6646%, 70.0420%]
627	66.50717703%	[62.7223%, 70.0910%]
628	66.56050955%	[62.7799%, 70.1398%]
629	66.45468998%	[62.6749%, 70.0347%]
630	66.50793651%	[62.7323%, 70.0835%]
631	66.56101426%	[62.7896%, 70.1321%]
632	66.45569620%	[62.6851%, 70.0275%]
633	66.50868878%	[62.7422%, 70.0760%]
634	66.56151420%	[62.7992%, 70.1244%]
635	66.45669291%	[62.6952%, 70.0203%]
636	66.50943396%	[62.7521%, 70.0686%]
637	66.40502355%	[62.6485%, 69.9649%]
638	66.45768025%	[62.7052%, 70.0131%]
639	66.51017214%	[62.7618%, 70.0612%]
640	66.56250000%	[62.8182%, 70.1091%]
641	66.61466459%	[62.8745%, 70.1569%]
642	66.66666667%	[62.9306%, 70.2045%]
643	66.71850700%	[62.9865%, 70.2520%]
644	66.61490683%	[62.8836%, 70.1491%]
645	66.66666667%	[62.9394%, 70.1965%]
646	66.56346749%	[62.8370%, 70.0941%]
647	66.61514683%	[62.8927%, 70.1414%]
648	66.51234568%	[62.7907%, 70.0394%]
649	66.56394453%	[62.8463%, 70.0866%]
650	66.61538462%	[62.9017%, 70.1338%]
651	66.51305684%	[62.8002%, 70.0322%]
652	66.56441718%	[62.8555%, 70.0793%]
653	66.46248086%	[62.7544%, 69.9780%]
654	66.36085627%	[62.6536%, 69.8771%]
655	66.41221374%	[62.7089%, 69.9242%]
656	66.31097561%	[62.6084%, 69.8236%]
657	66.21004566%	[62.5083%, 69.7233%]
658	66.26139818%	[62.5636%, 69.7704%]
659	66.31259484%	[62.6187%, 69.8174%]
660	66.36363636%	[62.6736%, 69.8643%]
661	66.26323752%	[62.5740%, 69.7645%]
662	66.31419940%	[62.6289%, 69.8113%]
663	66.21417798%	[62.5297%, 69.7119%]
664	66.11445783%	[62.4308%, 69.6127%]
665	66.01503759%	[62.3322%, 69.5139%]
666	65.91591592%	[62.2340%, 69.4153%]
667	65.96701649%	[62.2889%, 69.4623%]
668	66.01796407%	[62.3437%, 69.5091%]
669	66.06875934%	[62.3983%, 69.5558%]
670	65.97014925%	[62.3005%, 69.4577%]
671	65.87183308%	[62.2031%, 69.3599%]
672	65.77380952%	[62.1059%, 69.2624%]
673	65.82466568%	[62.1605%, 69.3092%]
674	65.72700297%	[62.0638%, 69.2120%]
675	65.77777778%	[62.1183%, 69.2587%]
676	65.68047337%	[62.0219%, 69.1619%]
677	65.73116691%	[62.0763%, 69.2085%]
678	65.63421829%	[61.9803%, 69.1120%]
679	65.68483063%	[62.0346%, 69.1586%]
680	65.58823529%	[61.9389%, 69.0625%]
681	65.49192364%	[61.8435%, 68.9666%]
682	65.39589443%	[61.7484%, 68.8709%]
683	65.44655930%	[61.8027%, 68.9176%]
684	65.35087719%	[61.7080%, 68.8223%]
685	65.40145985%	[61.7622%, 68.8689%]
686	65.45189504%	[61.8163%, 68.9154%]
687	65.50218341%	[61.8702%, 68.9618%]
688	65.55232558%	[61.9240%, 69.0080%]
689	65.45718433%	[61.8297%, 68.9132%]
690	65.50724638%	[61.8834%, 68.9594%]
691	65.55716353%	[61.9369%, 69.0054%]
692	65.46242775%	[61.8431%, 68.9110%]
693	65.36796537%	[61.7496%, 68.8169%]
694	65.41786744%	[61.8030%, 68.8630%]
695	65.46762590%	[61.8564%, 68.9088%]
696	65.37356322%	[61.7632%, 68.8151%]
697	65.42324247%	[61.8164%, 68.8610%]
698	65.47277937%	[61.8695%, 68.9067%]
699	65.37911302%	[61.7768%, 68.8133%]
700	65.28571429%	[61.6843%, 68.7203%]
701	65.33523538%	[61.7373%, 68.7660%]
702	65.38461538%	[61.7902%, 68.8116%]
703	65.43385491%	[61.8430%, 68.8570%]
704	65.48295455%	[61.8956%, 68.9023%]
705	65.39007092%	[61.8036%, 68.8098%]
706	65.29745042%	[61.7118%, 68.7175%]
707	65.34653465%	[61.7644%, 68.7628%]
708	65.39548023%	[61.8168%, 68.8080%]
709	65.30324401%	[61.7255%, 68.7161%]
710	65.21126761%	[61.6344%, 68.6244%]
711	65.26019691%	[61.6868%, 68.6696%]
712	65.30898876%	[61.7390%, 68.7147%]
713	65.35764376%	[61.7911%, 68.7596%]
714	65.26610644%	[61.7004%, 68.6684%]
715	65.17482517%	[61.6101%, 68.5774%]
716	65.22346369%	[61.6621%, 68.6223%]
717	65.27196653%	[61.7140%, 68.6671%]
718	65.18105850%	[61.6240%, 68.5765%]
719	65.09040334%	[61.5343%, 68.4862%]
720	65.13888889%	[61.5861%, 68.5310%]
721	65.04854369%	[61.4967%, 68.4409%]
722	65.09695291%	[61.5485%, 68.4857%]
723	65.14522822%	[61.6001%, 68.5303%]
724	65.19337017%	[61.6516%, 68.5748%]
725	65.10344828%	[61.5625%, 68.4851%]
726	65.15151515%	[61.6139%, 68.5296%]
727	65.19944979%	[61.6652%, 68.5739%]
728	65.24725275%	[61.7163%, 68.6181%]
729	65.29492455%	[61.7673%, 68.6622%]
730	65.20547945%	[61.6787%, 68.5730%]
731	65.25307798%	[61.7296%, 68.6170%]
732	65.16393443%	[61.6414%, 68.5282%]
733	65.21145975%	[61.6922%, 68.5721%]
734	65.25885559%	[61.7428%, 68.6160%]
735	65.30612245%	[61.7934%, 68.6597%]
736	65.35326087%	[61.8438%, 68.7033%]
737	65.40027137%	[61.8941%, 68.7467%]
738	65.31165312%	[61.8063%, 68.6584%]
739	65.22327470%	[61.7188%, 68.5703%]
740	65.27027027%	[61.7690%, 68.6138%]
741	65.31713900%	[61.8191%, 68.6572%]
742	65.36388140%	[61.8691%, 68.7004%]
743	65.41049798%	[61.9189%, 68.7435%]
744	65.45698925%	[61.9687%, 68.7865%]
745	65.50335570%	[62.0182%, 68.8294%]
746	65.54959786%	[62.0677%, 68.8722%]
747	65.59571620%	[62.1170%, 68.9148%]
748	65.64171123%	[62.1662%, 68.9573%]
749	65.68758344%	[62.2153%, 68.9998%]
750	65.73333333%	[62.2643%, 69.0421%]
751	65.77896138%	[62.3131%, 69.0842%]
752	65.69148936%	[62.2263%, 68.9971%]
753	65.60424967%	[62.1399%, 68.9102%]
754	65.64986737%	[62.1886%, 68.9524%]
755	65.56291391%	[62.1024%, 68.8658%]
756	65.47619048%	[62.0165%, 68.7794%]
757	65.52179657%	[62.0652%, 68.8216%]
758	65.56728232%	[62.1139%, 68.8637%]
759	65.48089592%	[62.0282%, 68.7776%]
760	65.39473684%	[61.9429%, 68.6918%]
761	65.44021025%	[61.9915%, 68.7339%]
762	65.48556430%	[62.0399%, 68.7759%]
763	65.39973788%	[61.9549%, 68.6903%]
764	65.44502618%	[62.0033%, 68.7323%]
765	65.49019608%	[62.0515%, 68.7741%]
766	65.40469974%	[61.9668%, 68.6889%]
767	65.31942634%	[61.8823%, 68.6039%]
768	65.23437500%	[61.7980%, 68.5191%]
769	65.14954486%	[61.7140%, 68.4345%]
770	65.19480519%	[61.7623%, 68.4764%]
771	65.23994812%	[61.8105%, 68.5183%]
772	65.15544041%	[61.7268%, 68.4340%]
773	65.20051746%	[61.7749%, 68.4758%]
774	65.24547804%	[61.8229%, 68.5175%]
775	65.29032258%	[61.8708%, 68.5590%]
776	65.33505155%	[61.9185%, 68.6005%]
777	65.37966538%	[61.9662%, 68.6418%]
778	65.42416452%	[62.0137%, 68.6831%]
779	65.46854942%	[62.0611%, 68.7242%]
780	65.38461538%	[61.9779%, 68.6405%]
781	65.30089629%	[61.8949%, 68.5571%]
782	65.34526854%	[61.9423%, 68.5982%]
783	65.26181354%	[61.8596%, 68.5150%]
784	65.17857143%	[61.7771%, 68.4320%]
785	65.22292994%	[61.8244%, 68.4732%]
786	65.26717557%	[61.8717%, 68.5142%]
787	65.18424396%	[61.7895%, 68.4315%]
788	65.10152284%	[61.7075%, 68.3490%]
789	65.01901141%	[61.6258%, 68.2667%]
790	64.93670886%	[61.5443%, 68.1846%]
791	64.85461441%	[61.4630%, 68.1026%]
792	64.89898990%	[61.5103%, 68.1438%]
793	64.94325347%	[61.5575%, 68.1849%]
794	64.98740554%	[61.6045%, 68.2259%]
795	64.90566038%	[61.5236%, 68.1444%]
796	64.82412060%	[61.4429%, 68.0630%]
797	64.86825596%	[61.4899%, 68.1040%]
798	64.91228070%	[61.5368%, 68.1449%]
799	64.95619524%	[61.5836%, 68.1857%]
800	65.00000000%	[61.6303%, 68.2264%]
801	65.04369538%	[61.6768%, 68.2669%]
802	65.08728180%	[61.7233%, 68.3074%]
803	65.13075965%	[61.7697%, 68.3478%]
804	65.17412935%	[61.8159%, 68.3881%]
805	65.21739130%	[61.8620%, 68.4282%]
806	65.26054591%	[61.9080%, 68.4683%]
807	65.17967782%	[61.8279%, 68.3876%]
808	65.22277228%	[61.8738%, 68.4277%]
809	65.26576020%	[61.9197%, 68.4676%]
810	65.30864198%	[61.9654%, 68.5074%]
811	65.35141800%	[62.0110%, 68.5471%]
812	65.39408867%	[62.0565%, 68.5867%]
813	65.31365314%	[61.9768%, 68.5065%]
814	65.35626536%	[62.0222%, 68.5461%]
815	65.39877301%	[62.0675%, 68.5855%]
816	65.31862745%	[61.9881%, 68.5056%]
817	65.23867809%	[61.9088%, 68.4259%]
818	65.28117359%	[61.9541%, 68.4654%]
819	65.20146520%	[61.8751%, 68.3859%]
820	65.24390244%	[61.9203%, 68.4253%]
821	65.28623630%	[61.9655%, 68.4646%]
822	65.32846715%	[62.0105%, 68.5039%]
823	65.37059538%	[62.0554%, 68.5430%]
824	65.41262136%	[62.1002%, 68.5820%]
825	65.45454545%	[62.1449%, 68.6210%]
826	65.49636804%	[62.1895%, 68.6598%]
827	65.53808948%	[62.2339%, 68.6986%]
828	65.57971014%	[62.2783%, 68.7372%]
829	65.50060314%	[62.1999%, 68.6584%]
830	65.54216867%	[62.2442%, 68.6970%]
831	65.58363418%	[62.2884%, 68.7355%]
832	65.62500000%	[62.3325%, 68.7739%]
833	65.54621849%	[62.2543%, 68.6954%]
834	65.58752998%	[62.2984%, 68.7337%]
835	65.62874251%	[62.3423%, 68.7720%]
836	65.66985646%	[62.3862%, 68.8102%]
837	65.71087216%	[62.4299%, 68.8483%]
838	65.75178998%	[62.4735%, 68.8863%]
839	65.79261025%	[62.5171%, 68.9242%]
840	65.71428571%	[62.4393%, 68.8462%]
841	65.75505351%	[62.4828%, 68.8840%]
842	65.67695962%	[62.4053%, 68.8062%]
843	65.59905101%	[62.3280%, 68.7286%]
844	65.63981043%	[62.3715%, 68.7664%]
845	65.56213018%	[62.2944%, 68.6890%]
846	65.60283688%	[62.3378%, 68.7268%]
847	65.52538371%	[62.2609%, 68.6496%]
848	65.44811321%	[62.1843%, 68.5726%]
849	65.48881037%	[62.2276%, 68.6104%]
850	65.52941176%	[62.2709%, 68.6482%]
851	65.56991774%	[62.3141%, 68.6858%]
852	65.61032864%	[62.3571%, 68.7234%]
853	65.53341149%	[62.2808%, 68.6467%]
854	65.57377049%	[62.3238%, 68.6843%]
855	65.49707602%	[62.2477%, 68.6078%]
856	65.42056075%	[62.1718%, 68.5315%]
857	65.46091015%	[62.2148%, 68.5690%]
858	65.38461538%	[62.1391%, 68.4930%]
859	65.30849825%	[62.0636%, 68.4171%]
860	65.34883721%	[62.1066%, 68.4546%]
861	65.27293844%	[62.0313%, 68.3789%]
862	65.31322506%	[62.0742%, 68.4164%]
863	65.35341831%	[62.1170%, 68.4538%]
864	65.27777778%	[62.0419%, 68.3784%]
865	65.31791908%	[62.0847%, 68.4157%]
866	65.35796767%	[62.1273%, 68.4530%]
867	65.39792388%	[62.1698%, 68.4902%]
868	65.32258065%	[62.0951%, 68.4150%]
869	65.36248562%	[62.1376%, 68.4522%]
870	65.40229885%	[62.1799%, 68.4892%]
871	65.44202067%	[62.2222%, 68.5262%]
872	65.48165138%	[62.2644%, 68.5631%]
873	65.40664376%	[62.1900%, 68.4883%]
874	65.44622426%	[62.2321%, 68.5251%]
875	65.48571429%	[62.2741%, 68.5619%]
876	65.52511416%	[62.3161%, 68.5986%]
877	65.56442417%	[62.3579%, 68.6352%]
878	65.60364465%	[62.3997%, 68.6717%]
879	65.64277588%	[62.4413%, 68.7081%]
880	65.68181818%	[62.4829%, 68.7444%]
881	65.60726447%	[62.4089%, 68.6701%]
882	65.64625850%	[62.4504%, 68.7064%]
883	65.57191393%	[62.3766%, 68.6323%]
884	65.49773756%	[62.3030%, 68.5583%]
885	65.53672316%	[62.3445%, 68.5946%]
886	65.46275395%	[62.2711%, 68.5209%]
887	65.50169109%	[62.3126%, 68.5571%]
888	65.42792793%	[62.2394%, 68.4836%]
889	65.46681665%	[62.2807%, 68.5198%]
890	65.50561798%	[62.3220%, 68.5559%]
891	65.54433221%	[62.3632%, 68.5920%]
892	65.58295964%	[62.4043%, 68.6280%]
893	65.62150056%	[62.4453%, 68.6639%]
894	65.65995526%	[62.4862%, 68.6997%]
895	65.69832402%	[62.5271%, 68.7354%]
896	65.62500000%	[62.4543%, 68.6623%]
897	65.66332219%	[62.4951%, 68.6980%]
898	65.59020045%	[62.4225%, 68.6251%]
899	65.51724138%	[62.3501%, 68.5523%]
900	65.55555556%	[62.3908%, 68.5880%]
901	65.59378468%	[62.4315%, 68.6237%]
902	65.63192905%	[62.4721%, 68.6592%]
903	65.55924695%	[62.3999%, 68.5867%]
904	65.59734513%	[62.4405%, 68.6222%]
905	65.63535912%	[62.4809%, 68.6576%]
906	65.67328918%	[62.5213%, 68.6930%]
907	65.71113561%	[62.5615%, 68.7282%]
908	65.74889868%	[62.6017%, 68.7634%]
909	65.67656766%	[62.5299%, 68.6913%]
910	65.71428571%	[62.5700%, 68.7264%]
911	65.75192097%	[62.6100%, 68.7615%]
912	65.78947368%	[62.6500%, 68.7965%]
913	65.71741512%	[62.5785%, 68.7247%]
914	65.64551422%	[62.5071%, 68.6530%]
915	65.57377049%	[62.4359%, 68.5815%]
916	65.50218341%	[62.3648%, 68.5101%]
917	65.43075245%	[62.2939%, 68.4388%]
918	65.35947712%	[62.2232%, 68.3678%]
919	65.39717084%	[62.2632%, 68.4029%]
920	65.43478261%	[62.3032%, 68.4380%]
921	65.36373507%	[62.2327%, 68.3671%]
922	65.40130152%	[62.2726%, 68.4022%]
923	65.33044420%	[62.2023%, 68.3315%]
924	65.36796537%	[62.2422%, 68.3665%]
925	65.29729730%	[62.1721%, 68.2960%]
926	65.22678186%	[62.1021%, 68.2256%]
927	65.15641855%	[62.0323%, 68.1554%]
928	65.08620690%	[61.9627%, 68.0853%]
929	65.12378902%	[62.0026%, 68.1204%]
930	65.05376344%	[61.9331%, 68.0505%]
931	65.09129968%	[61.9730%, 68.0856%]
932	65.02145923%	[61.9037%, 68.0159%]
933	64.95176849%	[61.8346%, 67.9463%]
934	64.98929336%	[61.8744%, 67.9814%]
935	64.91978610%	[61.8055%, 67.9120%]
936	64.95726496%	[61.8453%, 67.9470%]
937	64.99466382%	[61.8850%, 67.9819%]
938	65.03198294%	[61.9246%, 68.0168%]
939	64.96272630%	[61.8559%, 67.9476%]
940	65.00000000%	[61.8954%, 67.9825%]
941	65.03719447%	[61.9349%, 68.0172%]
942	65.07430998%	[61.9743%, 68.0519%]
943	65.11134677%	[62.0136%, 68.0865%]
944	65.14830508%	[62.0528%, 68.1210%]
945	65.18518519%	[62.0919%, 68.1555%]
946	65.22198732%	[62.1310%, 68.1899%]
947	65.25871172%	[62.1700%, 68.2242%]
948	65.29535865%	[62.2089%, 68.2584%]
949	65.22655427%	[62.1406%, 68.1897%]
950	65.15789474%	[62.0725%, 68.1212%]
951	65.08937960%	[62.0045%, 68.0528%]
952	65.02100840%	[61.9367%, 67.9846%]
953	65.05771249%	[61.9756%, 68.0189%]
954	65.09433962%	[62.0145%, 68.0531%]
955	65.02617801%	[61.9469%, 67.9851%]
956	65.06276151%	[61.9857%, 68.0193%]
957	65.09926855%	[62.0244%, 68.0534%]
958	65.03131524%	[61.9570%, 67.9856%]
959	65.06777894%	[61.9957%, 68.0197%]
960	65.10416667%	[62.0343%, 68.0537%]
961	65.14047867%	[62.0728%, 68.0876%]
962	65.07276507%	[62.0056%, 68.0200%]
963	65.10903427%	[62.0441%, 68.0539%]
964	65.04149378%	[61.9771%, 67.9865%]
965	64.97409326%	[61.9102%, 67.9192%]
966	65.01035197%	[61.9487%, 67.9531%]
967	65.04653568%	[61.9870%, 67.9870%]
968	64.97933884%	[61.9204%, 67.9199%]
969	65.01547988%	[61.9587%, 67.9537%]
970	65.05154639%	[61.9969%, 67.9874%]
971	64.98455201%	[61.9305%, 67.9205%]
972	65.02057613%	[61.9687%, 67.9542%]
973	65.05652621%	[62.0068%, 67.9879%]
974	65.09240246%	[62.0448%, 68.0214%]
975	65.12820513%	[62.0828%, 68.0549%]
976	65.16393443%	[62.1207%, 68.0883%]
977	65.19959058%	[62.1585%, 68.1217%]
978	65.13292434%	[62.0923%, 68.0551%]
979	65.16853933%	[62.1301%, 68.0884%]
980	65.10204082%	[62.0641%, 68.0221%]
981	65.13761468%	[62.1018%, 68.0553%]
982	65.17311609%	[62.1394%, 68.0885%]
983	65.20854527%	[62.1770%, 68.1217%]
984	65.14227642%	[62.1112%, 68.0555%]
985	65.17766497%	[62.1488%, 68.0886%]
986	65.11156187%	[62.0832%, 68.0227%]
987	65.14690983%	[62.1206%, 68.0557%]
988	65.18218623%	[62.1580%, 68.0887%]
989	65.21739130%	[62.1953%, 68.1217%]
990	65.25252525%	[62.2326%, 68.1546%]
991	65.18668012%	[62.1672%, 68.0888%]
992	65.22177419%	[62.2044%, 68.1217%]
993	65.15609265%	[62.1393%, 68.0561%]
994	65.19114688%	[62.1764%, 68.0889%]
995	65.22613065%	[62.2135%, 68.1217%]
996	65.16064257%	[62.1485%, 68.0563%]
997	65.19558676%	[62.1855%, 68.0890%]
998	65.23046092%	[62.2225%, 68.1216%]
999	65.26526527%	[62.2594%, 68.1542%]
1000	65.30000000%	[62.2962%, 68.1867%]


