
task	acc_norm	95% confidence interval
582	39.69072165%	[35.7959%, 43.7207%]
583	39.79416810%	[35.9002%, 43.8217%]
584	39.89726027%	[36.0042%, 43.9224%]
585	39.82905983%	[35.9408%, 43.8500%]
586	39.93174061%	[36.0444%, 43.9503%]
587	39.86371380%	[35.9811%, 43.8781%]
588	39.79591837%	[35.9181%, 43.8062%]
589	39.72835314%	[35.8554%, 43.7345%]
590	39.66101695%	[35.7928%, 43.6630%]
591	39.76311337%	[35.8957%, 43.7627%]
592	39.86486486%	[35.9983%, 43.8621%]
593	39.79763912%	[35.9358%, 43.7908%]
594	39.73063973%	[35.8735%, 43.7197%]
595	39.83193277%	[35.9757%, 43.8186%]
596	39.93288591%	[36.0775%, 43.9172%]
597	39.86599665%	[36.0153%, 43.8463%]
598	39.96655518%	[36.1167%, 43.9445%]
599	40.06677796%	[36.2178%, 44.0424%]
600	40.16666667%	[36.3186%, 44.1399%]
601	40.09983361%	[36.2564%, 44.0690%]
602	40.03322259%	[36.1944%, 43.9985%]
603	39.96683250%	[36.1326%, 43.9281%]
604	39.90066225%	[36.0710%, 43.8580%]
605	39.83471074%	[36.0097%, 43.7880%]
606	39.76897690%	[35.9485%, 43.7183%]
607	39.70345964%	[35.8876%, 43.6489%]
608	39.63815789%	[35.8268%, 43.5796%]
609	39.57307061%	[35.7663%, 43.5106%]
610	39.67213115%	[35.8661%, 43.6074%]
611	39.60720131%	[35.8057%, 43.5385%]
612	39.54248366%	[35.7455%, 43.4699%]
613	39.47797716%	[35.6855%, 43.4015%]
614	39.41368078%	[35.6258%, 43.3333%]
615	39.51219512%	[35.7250%, 43.4296%]
616	39.61038961%	[35.8240%, 43.5256%]
617	39.54619125%	[35.7642%, 43.4575%]
618	39.48220065%	[35.7047%, 43.3897%]
619	39.57996769%	[35.8032%, 43.4853%]
620	39.51612903%	[35.7438%, 43.4176%]
621	39.61352657%	[35.8419%, 43.5128%]
622	39.71061093%	[35.9398%, 43.6077%]
623	39.64686998%	[35.8805%, 43.5402%]
624	39.58333333%	[35.8213%, 43.4728%]
625	39.52000000%	[35.7624%, 43.4057%]
626	39.45686901%	[35.7036%, 43.3387%]
627	39.39393939%	[35.6450%, 43.2720%]
628	39.49044586%	[35.7423%, 43.3664%]
629	39.42766296%	[35.6838%, 43.2999%]
630	39.36507937%	[35.6256%, 43.2335%]
631	39.30269414%	[35.5675%, 43.1673%]
632	39.24050633%	[35.5096%, 43.1014%]
633	39.33649289%	[35.6063%, 43.1953%]
634	39.43217666%	[35.7027%, 43.2890%]
635	39.37007874%	[35.6449%, 43.2231%]
636	39.30817610%	[35.5872%, 43.1575%]
637	39.24646782%	[35.5298%, 43.0921%]
638	39.18495298%	[35.4725%, 43.0268%]
639	39.28012520%	[35.5684%, 43.1200%]
640	39.37500000%	[35.6639%, 43.2129%]
641	39.31357254%	[35.6067%, 43.1477%]
642	39.40809969%	[35.7019%, 43.2403%]
643	39.50233281%	[35.7969%, 43.3325%]
644	39.44099379%	[35.7397%, 43.2675%]
645	39.37984496%	[35.6827%, 43.2027%]
646	39.31888545%	[35.6260%, 43.1381%]
647	39.25811437%	[35.5694%, 43.0737%]
648	39.19753086%	[35.5129%, 43.0095%]
649	39.13713405%	[35.4567%, 42.9454%]
650	39.07692308%	[35.4006%, 42.8816%]
651	39.17050691%	[35.4948%, 42.9732%]
652	39.26380368%	[35.5888%, 43.0646%]
653	39.20367534%	[35.5328%, 43.0009%]
654	39.14373089%	[35.4769%, 42.9373%]
655	39.23664122%	[35.5705%, 43.0283%]
656	39.17682927%	[35.5147%, 42.9650%]
657	39.11719939%	[35.4592%, 42.9017%]
658	39.20972644%	[35.5523%, 42.9924%]
659	39.15022762%	[35.4969%, 42.9293%]
660	39.09090909%	[35.4416%, 42.8665%]
661	39.03177005%	[35.3865%, 42.8038%]
662	38.97280967%	[35.3316%, 42.7413%]
663	38.91402715%	[35.2768%, 42.6789%]
664	38.85542169%	[35.2223%, 42.6168%]
665	38.79699248%	[35.1678%, 42.5548%]
666	38.73873874%	[35.1136%, 42.4930%]
667	38.68065967%	[35.0595%, 42.4314%]
668	38.77245509%	[35.1518%, 42.5215%]
669	38.71449925%	[35.0979%, 42.4600%]
670	38.65671642%	[35.0441%, 42.3987%]
671	38.59910581%	[34.9904%, 42.3376%]
672	38.54166667%	[34.9369%, 42.2767%]
673	38.48439822%	[34.8836%, 42.2159%]
674	38.42729970%	[34.8305%, 42.1553%]
675	38.37037037%	[34.7775%, 42.0949%]
676	38.31360947%	[34.7247%, 42.0346%]
677	38.25701625%	[34.6720%, 41.9746%]
678	38.20058997%	[34.6195%, 41.9147%]
679	38.29160530%	[34.7109%, 42.0040%]
680	38.23529412%	[34.6585%, 41.9443%]
681	38.17914831%	[34.6063%, 41.8847%]
682	38.12316716%	[34.5542%, 41.8252%]
683	38.21376281%	[34.6452%, 41.9142%]
684	38.15789474%	[34.5932%, 41.8549%]
685	38.24817518%	[34.6839%, 41.9436%]
686	38.33819242%	[34.7743%, 42.0320%]
687	38.28238719%	[34.7223%, 41.9728%]
688	38.22674419%	[34.6705%, 41.9137%]
689	38.17126270%	[34.6189%, 41.8548%]
690	38.11594203%	[34.5674%, 41.7961%]
691	38.20549928%	[34.6573%, 41.8841%]
692	38.15028902%	[34.6059%, 41.8255%]
693	38.09523810%	[34.5547%, 41.7671%]
694	38.18443804%	[34.6443%, 41.8547%]
695	38.12949640%	[34.5931%, 41.7964%]
696	38.07471264%	[34.5421%, 41.7383%]
697	38.16355811%	[34.6313%, 41.8256%]
698	38.10888252%	[34.5804%, 41.7675%]
699	38.19742489%	[34.6693%, 41.8545%]
700	38.14285714%	[34.6185%, 41.7966%]
701	38.23109843%	[34.7071%, 41.8833%]
702	38.31908832%	[34.7955%, 41.9698%]
703	38.40682788%	[34.8837%, 42.0560%]
704	38.49431818%	[34.9717%, 42.1419%]
705	38.43971631%	[34.9207%, 42.0840%]
706	38.38526912%	[34.8700%, 42.0263%]
707	38.47241867%	[34.9576%, 42.1119%]
708	38.55932203%	[35.0449%, 42.1972%]
709	38.50493653%	[34.9942%, 42.1396%]
710	38.45070423%	[34.9436%, 42.0821%]
711	38.39662447%	[34.8932%, 42.0248%]
712	38.48314607%	[34.9801%, 42.1098%]
713	38.42917251%	[34.9298%, 42.0526%]
714	38.37535014%	[34.8796%, 41.9955%]
715	38.32167832%	[34.8295%, 41.9387%]
716	38.40782123%	[34.9161%, 42.0233%]
717	38.35425384%	[34.8661%, 41.9665%]
718	38.30083565%	[34.8163%, 41.9099%]
719	38.24756606%	[34.7666%, 41.8534%]
720	38.33333333%	[34.8528%, 41.9377%]
721	38.28016644%	[34.8032%, 41.8814%]
722	38.36565097%	[34.8891%, 41.9654%]
723	38.45089903%	[34.9748%, 42.0491%]
724	38.53591160%	[35.0602%, 42.1326%]
725	38.48275862%	[35.0106%, 42.0763%]
726	38.56749311%	[35.0958%, 42.1596%]
727	38.51444292%	[35.0462%, 42.1034%]
728	38.46153846%	[34.9969%, 42.0474%]
729	38.40877915%	[34.9476%, 41.9915%]
730	38.35616438%	[34.8985%, 41.9358%]
731	38.44049248%	[34.9832%, 42.0186%]
732	38.38797814%	[34.9342%, 41.9630%]
733	38.33560709%	[34.8853%, 41.9075%]
734	38.41961853%	[34.9697%, 41.9901%]
735	38.36734694%	[34.9209%, 41.9347%]
736	38.45108696%	[35.0051%, 42.0170%]
737	38.53459973%	[35.0890%, 42.0991%]
738	38.48238482%	[35.0403%, 42.0438%]
739	38.56562923%	[35.1240%, 42.1256%]
740	38.64864865%	[35.2074%, 42.2071%]
741	38.59649123%	[35.1587%, 42.1519%]
742	38.67924528%	[35.2419%, 42.2332%]
743	38.76177658%	[35.3249%, 42.3143%]
744	38.84408602%	[35.4077%, 42.3951%]
745	38.92617450%	[35.4903%, 42.4757%]
746	39.00804290%	[35.5727%, 42.5560%]
747	38.95582329%	[35.5238%, 42.5008%]
748	38.90374332%	[35.4751%, 42.4458%]
749	38.98531375%	[35.5572%, 42.5259%]
750	39.06666667%	[35.6391%, 42.6057%]
751	39.14780293%	[35.7207%, 42.6853%]
752	39.09574468%	[35.6720%, 42.6303%]
753	39.04382470%	[35.6234%, 42.5755%]
754	38.99204244%	[35.5749%, 42.5208%]
755	38.94039735%	[35.5266%, 42.4662%]
756	38.88888889%	[35.4784%, 42.4118%]
757	38.96961691%	[35.5596%, 42.4910%]
758	39.05013193%	[35.6406%, 42.5701%]
759	39.13043478%	[35.7215%, 42.6489%]
760	39.07894737%	[35.6732%, 42.5945%]
761	39.02759527%	[35.6251%, 42.5403%]
762	38.97637795%	[35.5772%, 42.4862%]
763	38.92529489%	[35.5294%, 42.4322%]
764	39.00523560%	[35.6098%, 42.5107%]
765	38.95424837%	[35.5620%, 42.4568%]
766	38.90339426%	[35.5144%, 42.4031%]
767	38.85267275%	[35.4669%, 42.3495%]
768	38.80208333%	[35.4196%, 42.2961%]
769	38.75162549%	[35.3723%, 42.2427%]
770	38.83116883%	[35.4523%, 42.3209%]
771	38.91050584%	[35.5322%, 42.3988%]
772	38.98963731%	[35.6118%, 42.4765%]
773	39.06856404%	[35.6912%, 42.5540%]
774	39.01808786%	[35.6439%, 42.5007%]
775	38.96774194%	[35.5968%, 42.4476%]
776	38.91752577%	[35.5497%, 42.3945%]
777	38.99613900%	[35.6288%, 42.4717%]
778	38.94601542%	[35.5819%, 42.4188%]
779	39.02439024%	[35.6607%, 42.4958%]
780	39.10256410%	[35.7394%, 42.5725%]
781	39.18053777%	[35.8179%, 42.6491%]
782	39.13043478%	[35.7709%, 42.5962%]
783	39.08045977%	[35.7241%, 42.5435%]
784	39.03061224%	[35.6773%, 42.4909%]
785	39.10828025%	[35.7555%, 42.5671%]
786	39.18575064%	[35.8335%, 42.6432%]
787	39.13595934%	[35.7868%, 42.5907%]
788	39.08629442%	[35.7402%, 42.5382%]
789	39.03675539%	[35.6938%, 42.4860%]
790	38.98734177%	[35.6475%, 42.4338%]
791	38.93805310%	[35.6012%, 42.3818%]
792	39.01515152%	[35.6788%, 42.4575%]
793	38.96595208%	[35.6327%, 42.4056%]
794	38.91687657%	[35.5867%, 42.3538%]
795	38.86792453%	[35.5408%, 42.3021%]
796	38.81909548%	[35.4950%, 42.2506%]
797	38.77038896%	[35.4494%, 42.1992%]
798	38.72180451%	[35.4038%, 42.1479%]
799	38.67334168%	[35.3584%, 42.0967%]
800	38.75000000%	[35.4355%, 42.1720%]
801	38.82646692%	[35.5124%, 42.2472%]
802	38.90274314%	[35.5891%, 42.3221%]
803	38.85429639%	[35.5437%, 42.2710%]
804	38.93034826%	[35.6202%, 42.3457%]
805	39.00621118%	[35.6966%, 42.4203%]
806	39.08188586%	[35.7727%, 42.4946%]
807	39.03345725%	[35.7273%, 42.4435%]
808	39.10891089%	[35.8032%, 42.5177%]
809	39.06056860%	[35.7579%, 42.4667%]
810	39.01234568%	[35.7126%, 42.4158%]
811	39.08754624%	[35.7883%, 42.4897%]
812	39.16256158%	[35.8638%, 42.5634%]
813	39.11439114%	[35.8186%, 42.5126%]
814	39.06633907%	[35.7735%, 42.4619%]
815	39.14110429%	[35.8487%, 42.5354%]
816	39.09313725%	[35.8037%, 42.4848%]
817	39.04528764%	[35.7588%, 42.4343%]
818	38.99755501%	[35.7140%, 42.3840%]
819	38.94993895%	[35.6693%, 42.3338%]
820	38.90243902%	[35.6247%, 42.2837%]
821	38.97685749%	[35.6996%, 42.3568%]
822	38.92944039%	[35.6551%, 42.3068%]
823	38.88213852%	[35.6107%, 42.2569%]
824	38.95631068%	[35.6853%, 42.3298%]
825	38.90909091%	[35.6410%, 42.2800%]
826	38.86198547%	[35.5967%, 42.2304%]
827	38.93591294%	[35.6711%, 42.3030%]
828	39.00966184%	[35.7453%, 42.3755%]
829	38.96260555%	[35.7011%, 42.3259%]
830	38.91566265%	[35.6571%, 42.2764%]
831	38.98916968%	[35.7310%, 42.3487%]
832	39.06250000%	[35.8048%, 42.4207%]
833	39.01560624%	[35.7608%, 42.3713%]
834	39.08872902%	[35.8344%, 42.4431%]
835	39.04191617%	[35.7904%, 42.3938%]
836	38.99521531%	[35.7465%, 42.3446%]
837	38.94862605%	[35.7027%, 42.2955%]
838	39.02147971%	[35.7761%, 42.3671%]
839	38.97497020%	[35.7324%, 42.3181%]
840	38.92857143%	[35.6888%, 42.2692%]
841	39.00118906%	[35.7618%, 42.3406%]
842	38.95486936%	[35.7183%, 42.2917%]
843	38.90865955%	[35.6749%, 42.2430%]
844	38.98104265%	[35.7477%, 42.3142%]
845	38.93491124%	[35.7044%, 42.2656%]
846	39.00709220%	[35.7770%, 42.3365%]
847	38.96103896%	[35.7338%, 42.2880%]
848	38.91509434%	[35.6906%, 42.2396%]
849	38.86925795%	[35.6475%, 42.1913%]
850	38.94117647%	[35.7199%, 42.2620%]
851	39.01292597%	[35.7921%, 42.3325%]
852	39.08450704%	[35.8641%, 42.4029%]
853	39.03868699%	[35.8210%, 42.3546%]
854	38.99297424%	[35.7781%, 42.3065%]
855	38.94736842%	[35.7352%, 42.2584%]
856	38.90186916%	[35.6924%, 42.2105%]
857	38.85647608%	[35.6498%, 42.1627%]
858	38.92773893%	[35.7215%, 42.2327%]
859	38.88242142%	[35.6789%, 42.1850%]
860	38.83720930%	[35.6364%, 42.1373%]
861	38.79210221%	[35.5940%, 42.0898%]
862	38.74709977%	[35.5517%, 42.0424%]
863	38.81807648%	[35.6231%, 42.1122%]
864	38.77314815%	[35.5808%, 42.0649%]
865	38.72832370%	[35.5387%, 42.0176%]
866	38.79907621%	[35.6099%, 42.0872%]
867	38.86966551%	[35.6809%, 42.1567%]
868	38.82488479%	[35.6388%, 42.1095%]
869	38.78020713%	[35.5968%, 42.0624%]
870	38.73563218%	[35.5549%, 42.0154%]
871	38.69115959%	[35.5130%, 41.9686%]
872	38.76146789%	[35.5838%, 42.0378%]
873	38.71706758%	[35.5420%, 41.9910%]
874	38.67276888%	[35.5004%, 41.9443%]
875	38.62857143%	[35.4588%, 41.8977%]
876	38.58447489%	[35.4174%, 41.8513%]
877	38.65450399%	[35.4878%, 41.9202%]
878	38.72437358%	[35.5581%, 41.9889%]
879	38.79408419%	[35.6282%, 42.0575%]
880	38.86363636%	[35.6981%, 42.1259%]
881	38.81952327%	[35.6566%, 42.0795%]
882	38.88888889%	[35.7264%, 42.1477%]
883	38.84484711%	[35.6850%, 42.1013%]
884	38.80090498%	[35.6437%, 42.0551%]
885	38.75706215%	[35.6024%, 42.0089%]
886	38.82618510%	[35.6719%, 42.0769%]
887	38.78241263%	[35.6308%, 42.0308%]
888	38.73873874%	[35.5897%, 41.9848%]
889	38.69516310%	[35.5487%, 41.9389%]
890	38.76404494%	[35.6180%, 42.0067%]
891	38.72053872%	[35.5770%, 41.9609%]
892	38.67713004%	[35.5362%, 41.9152%]
893	38.63381859%	[35.4955%, 41.8696%]
894	38.70246085%	[35.5645%, 41.9371%]
895	38.77094972%	[35.6334%, 42.0045%]
896	38.72767857%	[35.5926%, 41.9590%]
897	38.79598662%	[35.6614%, 42.0262%]
898	38.86414254%	[35.7299%, 42.0932%]
899	38.82091212%	[35.6892%, 42.0477%]
900	38.88888889%	[35.7576%, 42.1146%]
901	38.84572697%	[35.7170%, 42.0692%]
902	38.91352550%	[35.7852%, 42.1359%]
903	38.87043189%	[35.7446%, 42.0905%]
904	38.93805310%	[35.8126%, 42.1571%]
905	39.00552486%	[35.8805%, 42.2235%]
906	39.07284768%	[35.9483%, 42.2897%]
907	39.14002205%	[36.0159%, 42.3557%]
908	39.09691630%	[35.9753%, 42.3104%]
909	39.16391639%	[36.0427%, 42.3763%]
910	39.12087912%	[36.0022%, 42.3310%]
911	39.18770582%	[36.0694%, 42.3968%]
912	39.25438596%	[36.1366%, 42.4623%]
913	39.21139102%	[36.0960%, 42.4171%]
914	39.16849015%	[36.0556%, 42.3720%]
915	39.12568306%	[36.0153%, 42.3270%]
916	39.08296943%	[35.9750%, 42.2821%]
917	39.04034896%	[35.9348%, 42.2373%]
918	39.10675381%	[36.0017%, 42.3026%]
919	39.17301415%	[36.0684%, 42.3678%]
920	39.13043478%	[36.0282%, 42.3230%]
921	39.19652552%	[36.0948%, 42.3880%]
922	39.15401302%	[36.0547%, 42.3433%]
923	39.11159263%	[36.0147%, 42.2988%]
924	39.06926407%	[35.9748%, 42.2542%]
925	39.02702703%	[35.9350%, 42.2098%]
926	38.98488121%	[35.8953%, 42.1655%]
927	38.94282632%	[35.8556%, 42.1213%]
928	38.90086207%	[35.8161%, 42.0772%]
929	38.85898816%	[35.7766%, 42.0331%]
930	38.81720430%	[35.7372%, 41.9892%]
931	38.88292159%	[35.8033%, 42.0539%]
932	38.84120172%	[35.7640%, 42.0100%]
933	38.79957128%	[35.7248%, 41.9662%]
934	38.75802998%	[35.6856%, 41.9225%]
935	38.71657754%	[35.6466%, 41.8789%]
936	38.67521368%	[35.6076%, 41.8354%]
937	38.74066169%	[35.6734%, 41.8998%]
938	38.69936034%	[35.6345%, 41.8564%]
939	38.65814696%	[35.5957%, 41.8130%]
940	38.61702128%	[35.5569%, 41.7698%]
941	38.57598300%	[35.5183%, 41.7266%]
942	38.53503185%	[35.4797%, 41.6835%]
943	38.49416755%	[35.4412%, 41.6405%]
944	38.45338983%	[35.4028%, 41.5976%]
945	38.51851852%	[35.4682%, 41.6618%]
946	38.47780127%	[35.4299%, 41.6189%]
947	38.54276663%	[35.4952%, 41.6829%]
948	38.60759494%	[35.5604%, 41.7468%]
949	38.56691254%	[35.5220%, 41.7040%]
950	38.52631579%	[35.4838%, 41.6613%]
951	38.48580442%	[35.4456%, 41.6186%]
952	38.55042017%	[35.5106%, 41.6823%]
953	38.50996852%	[35.4724%, 41.6398%]
954	38.57442348%	[35.5372%, 41.7032%]
955	38.53403141%	[35.4992%, 41.6608%]
956	38.59832636%	[35.5638%, 41.7241%]
957	38.55799373%	[35.5258%, 41.6817%]
958	38.62212944%	[35.5903%, 41.7449%]
959	38.58185610%	[35.5523%, 41.7025%]
960	38.54166667%	[35.5144%, 41.6602%]
961	38.50156087%	[35.4766%, 41.6181%]
962	38.46153846%	[35.4389%, 41.5760%]
963	38.52544133%	[35.5031%, 41.6389%]
964	38.48547718%	[35.4655%, 41.5969%]
965	38.44559585%	[35.4279%, 41.5549%]
966	38.40579710%	[35.3904%, 41.5131%]
967	38.46949328%	[35.4544%, 41.5759%]
968	38.42975207%	[35.4169%, 41.5341%]
969	38.39009288%	[35.3795%, 41.4923%]
970	38.35051546%	[35.3422%, 41.4507%]
971	38.31101957%	[35.3050%, 41.4092%]
972	38.37448560%	[35.3688%, 41.4717%]
973	38.43782117%	[35.4324%, 41.5341%]
974	38.39835729%	[35.3952%, 41.4926%]
975	38.46153846%	[35.4587%, 41.5549%]
976	38.52459016%	[35.5221%, 41.6170%]
977	38.58751279%	[35.5854%, 41.6790%]
978	38.54805726%	[35.5482%, 41.6376%]
979	38.50868233%	[35.5110%, 41.5962%]
980	38.46938776%	[35.4740%, 41.5548%]
981	38.43017329%	[35.4370%, 41.5136%]
982	38.49287169%	[35.5000%, 41.5754%]
983	38.45371312%	[35.4631%, 41.5342%]
984	38.51626016%	[35.5260%, 41.5959%]
985	38.47715736%	[35.4891%, 41.5548%]
986	38.43813387%	[35.4523%, 41.5138%]
987	38.50050659%	[35.5150%, 41.5752%]
988	38.56275304%	[35.5775%, 41.6366%]
989	38.52376138%	[35.5407%, 41.5956%]
990	38.58585859%	[35.6032%, 41.6568%]
991	38.54692230%	[35.5664%, 41.6159%]
992	38.60887097%	[35.6287%, 41.6769%]
993	38.56998993%	[35.5920%, 41.6360%]
994	38.53118712%	[35.5554%, 41.5953%]
995	38.59296482%	[35.6175%, 41.6562%]
996	38.55421687%	[35.5809%, 41.6154%]
997	38.51554664%	[35.5445%, 41.5748%]
998	38.57715431%	[35.6064%, 41.6355%]
999	38.63863864%	[35.6682%, 41.6961%]
1000	38.70000000%	[35.7299%, 41.7566%]


