
task	acc_norm	95% confidence interval
582	62.37113402%	[58.3662%, 66.2138%]
583	62.43567753%	[58.4352%, 66.2734%]
584	62.50000000%	[58.5039%, 66.3327%]
585	62.56410256%	[58.5724%, 66.3919%]
586	62.62798635%	[58.6406%, 66.4509%]
587	62.52129472%	[58.5359%, 66.3439%]
588	62.58503401%	[58.6039%, 66.4028%]
589	62.47877759%	[58.4996%, 66.2962%]
590	62.37288136%	[58.3956%, 66.1900%]
591	62.43654822%	[58.4636%, 66.2489%]
592	62.50000000%	[58.5314%, 66.3075%]
593	62.39460371%	[58.4279%, 66.2018%]
594	62.28956229%	[58.3248%, 66.0964%]
595	62.35294118%	[58.3924%, 66.1550%]
596	62.41610738%	[58.4598%, 66.2134%]
597	62.47906198%	[58.5270%, 66.2715%]
598	62.54180602%	[58.5940%, 66.3295%]
599	62.43739566%	[58.4915%, 66.2248%]
600	62.50000000%	[58.5583%, 66.2827%]
601	62.39600666%	[58.4562%, 66.1784%]
602	62.45847176%	[58.5228%, 66.2361%]
603	62.35489221%	[58.4211%, 66.1323%]
604	62.41721854%	[58.4876%, 66.1899%]
605	62.31404959%	[58.3863%, 66.0864%]
606	62.37623762%	[58.4526%, 66.1439%]
607	62.27347611%	[58.3517%, 66.0408%]
608	62.33552632%	[58.4179%, 66.0983%]
609	62.39737274%	[58.4839%, 66.1555%]
610	62.45901639%	[58.5496%, 66.2125%]
611	62.52045827%	[58.6152%, 66.2693%]
612	62.41830065%	[58.5148%, 66.1669%]
613	62.31647635%	[58.4148%, 66.0647%]
614	62.21498371%	[58.3152%, 65.9629%]
615	62.27642276%	[58.3807%, 66.0198%]
616	62.33766234%	[58.4459%, 66.0765%]
617	62.39870340%	[58.5110%, 66.1330%]
618	62.45954693%	[58.5759%, 66.1893%]
619	62.35864297%	[58.4768%, 66.0881%]
620	62.41935484%	[58.5415%, 66.1443%]
621	62.47987118%	[58.6060%, 66.2003%]
622	62.54019293%	[58.6704%, 66.2561%]
623	62.60032103%	[58.7345%, 66.3117%]
624	62.66025641%	[58.7984%, 66.3672%]
625	62.56000000%	[58.6999%, 66.2667%]
626	62.46006390%	[58.6017%, 66.1665%]
627	62.51993620%	[58.6655%, 66.2219%]
628	62.57961783%	[58.7291%, 66.2772%]
629	62.63910970%	[58.7926%, 66.3322%]
630	62.53968254%	[58.6948%, 66.2325%]
631	62.59904913%	[58.7581%, 66.2875%]
632	62.65822785%	[58.8212%, 66.3423%]
633	62.71721959%	[58.8841%, 66.3969%]
634	62.77602524%	[58.9468%, 66.4513%]
635	62.67716535%	[58.8496%, 66.3522%]
636	62.73584906%	[58.9122%, 66.4066%]
637	62.63736264%	[58.8154%, 66.3079%]
638	62.69592476%	[58.8778%, 66.3621%]
639	62.75430360%	[58.9400%, 66.4161%]
640	62.81250000%	[59.0021%, 66.4700%]
641	62.87051482%	[59.0639%, 66.5237%]
642	62.92834891%	[59.1256%, 66.5773%]
643	62.98600311%	[59.1871%, 66.6306%]
644	62.88819876%	[59.0909%, 66.5327%]
645	62.94573643%	[59.1523%, 66.5859%]
646	62.84829721%	[59.0564%, 66.4883%]
647	62.90571870%	[59.1176%, 66.5415%]
648	62.80864198%	[59.0221%, 66.4442%]
649	62.86594761%	[59.0832%, 66.4973%]
650	62.92307692%	[59.1441%, 66.5502%]
651	62.82642089%	[59.0490%, 66.4534%]
652	62.88343558%	[59.1098%, 66.5062%]
653	62.78713629%	[59.0150%, 66.4097%]
654	62.69113150%	[58.9206%, 66.3135%]
655	62.74809160%	[58.9813%, 66.3663%]
656	62.65243902%	[58.8872%, 66.2704%]
657	62.55707763%	[58.7934%, 66.1748%]
658	62.61398176%	[58.8540%, 66.2275%]
659	62.67071320%	[58.9144%, 66.2802%]
660	62.72727273%	[58.9746%, 66.3326%]
661	62.78366112%	[59.0347%, 66.3849%]
662	62.83987915%	[59.0946%, 66.4370%]
663	62.74509804%	[59.0013%, 66.3420%]
664	62.65060241%	[58.9084%, 66.2473%]
665	62.55639098%	[58.8157%, 66.1528%]
666	62.46246246%	[58.7233%, 66.0586%]
667	62.51874063%	[58.7832%, 66.1109%]
668	62.57485030%	[58.8430%, 66.1629%]
669	62.63079223%	[58.9025%, 66.2149%]
670	62.53731343%	[58.8106%, 66.1211%]
671	62.59314456%	[58.8700%, 66.1729%]
672	62.50000000%	[58.7784%, 66.0795%]
673	62.55572065%	[58.8376%, 66.1313%]
674	62.46290801%	[58.7464%, 66.0382%]
675	62.51851852%	[58.8055%, 66.0898%]
676	62.42603550%	[58.7146%, 65.9971%]
677	62.33382570%	[58.6239%, 65.9046%]
678	62.38938053%	[58.6830%, 65.9562%]
679	62.44477172%	[58.7419%, 66.0076%]
680	62.35294118%	[58.6516%, 65.9155%]
681	62.26138032%	[58.5615%, 65.8237%]
682	62.17008798%	[58.4718%, 65.7320%]
683	62.22547584%	[58.5307%, 65.7835%]
684	62.13450292%	[58.4412%, 65.6922%]
685	62.18978102%	[58.5000%, 65.7436%]
686	62.09912536%	[58.4109%, 65.6526%]
687	62.00873362%	[58.3220%, 65.5619%]
688	62.06395349%	[58.3807%, 65.6133%]
689	61.97387518%	[58.2921%, 65.5228%]
690	61.88405797%	[58.2039%, 65.4326%]
691	61.93921852%	[58.2624%, 65.4840%]
692	61.84971098%	[58.1745%, 65.3941%]
693	61.76046176%	[58.0868%, 65.3044%]
694	61.81556196%	[58.1453%, 65.3557%]
695	61.87050360%	[58.2036%, 65.4069%]
696	61.92528736%	[58.2617%, 65.4579%]
697	61.97991392%	[58.3197%, 65.5088%]
698	62.03438395%	[58.3775%, 65.5595%]
699	61.94563662%	[58.2903%, 65.4704%]
700	61.85714286%	[58.2034%, 65.3815%]
701	61.91155492%	[58.2611%, 65.4322%]
702	61.96581197%	[58.3187%, 65.4827%]
703	62.01991465%	[58.3761%, 65.5331%]
704	62.07386364%	[58.4333%, 65.5833%]
705	61.98581560%	[58.3468%, 65.4949%]
706	61.89801700%	[58.2605%, 65.4068%]
707	61.95190948%	[58.3177%, 65.4570%]
708	62.00564972%	[58.3747%, 65.5070%]
709	61.91819464%	[58.2887%, 65.4192%]
710	61.83098592%	[58.2030%, 65.3316%]
711	61.88466948%	[58.2599%, 65.3817%]
712	61.93820225%	[58.3167%, 65.4315%]
713	61.99158485%	[58.3734%, 65.4813%]
714	61.90476190%	[58.2880%, 65.3941%]
715	61.81818182%	[58.2029%, 65.3071%]
716	61.87150838%	[58.2595%, 65.3569%]
717	61.92468619%	[58.3158%, 65.4064%]
718	61.97771588%	[58.3721%, 65.4559%]
719	61.89151599%	[58.2874%, 65.3693%]
720	61.94444444%	[58.3435%, 65.4186%]
721	61.85852982%	[58.2590%, 65.3323%]
722	61.91135734%	[58.3150%, 65.3816%]
723	61.96403873%	[58.3709%, 65.4307%]
724	62.01657459%	[58.4266%, 65.4797%]
725	61.93103448%	[58.3425%, 65.3938%]
726	61.98347107%	[58.3981%, 65.4427%]
727	62.03576341%	[58.4535%, 65.4915%]
728	61.95054945%	[58.3697%, 65.4059%]
729	61.86556927%	[58.2862%, 65.3205%]
730	61.78082192%	[58.2029%, 65.2354%]
731	61.83310534%	[58.2583%, 65.2842%]
732	61.74863388%	[58.1753%, 65.1993%]
733	61.80081855%	[58.2305%, 65.2480%]
734	61.85286104%	[58.2857%, 65.2966%]
735	61.90476190%	[58.3407%, 65.3450%]
736	61.95652174%	[58.3955%, 65.3933%]
737	62.00814111%	[58.4503%, 65.4415%]
738	61.92411924%	[58.3676%, 65.3571%]
739	61.84032476%	[58.2852%, 65.2730%]
740	61.89189189%	[58.3399%, 65.3211%]
741	61.80836707%	[58.2578%, 65.2372%]
742	61.85983827%	[58.3123%, 65.2852%]
743	61.91117093%	[58.3667%, 65.3332%]
744	61.96236559%	[58.4209%, 65.3809%]
745	62.01342282%	[58.4750%, 65.4286%]
746	62.06434316%	[58.5290%, 65.4761%]
747	61.98125837%	[58.4472%, 65.3927%]
748	62.03208556%	[58.5011%, 65.4401%]
749	62.08277704%	[58.5548%, 65.4874%]
750	62.13333333%	[58.6084%, 65.5346%]
751	62.18375499%	[58.6618%, 65.5817%]
752	62.10106383%	[58.5805%, 65.4987%]
753	62.01859230%	[58.4993%, 65.4159%]
754	62.06896552%	[58.5527%, 65.4629%]
755	61.98675497%	[58.4718%, 65.3803%]
756	61.90476190%	[58.3912%, 65.2980%]
757	61.95508587%	[58.4444%, 65.3450%]
758	62.00527704%	[58.4976%, 65.3919%]
759	62.05533597%	[58.5506%, 65.4386%]
760	61.97368421%	[58.4703%, 65.3566%]
761	62.02365309%	[58.5232%, 65.4033%]
762	62.07349081%	[58.5760%, 65.4499%]
763	61.99213630%	[58.4960%, 65.3682%]
764	62.04188482%	[58.5486%, 65.4146%]
765	62.09150327%	[58.6012%, 65.4610%]
766	62.01044386%	[58.5214%, 65.3796%]
767	62.05997392%	[58.5739%, 65.4259%]
768	61.97916667%	[58.4944%, 65.3447%]
769	61.89856957%	[58.4151%, 65.2638%]
770	61.94805195%	[58.4675%, 65.3100%]
771	61.99740597%	[58.5197%, 65.3562%]
772	62.04663212%	[58.5718%, 65.4022%]
773	62.09573092%	[58.6238%, 65.4480%]
774	62.01550388%	[58.5449%, 65.3675%]
775	61.93548387%	[58.4661%, 65.2871%]
776	61.98453608%	[58.5180%, 65.3330%]
777	62.03346203%	[58.5698%, 65.3787%]
778	62.08226221%	[58.6215%, 65.4243%]
779	62.00256739%	[58.5430%, 65.3443%]
780	61.92307692%	[58.4648%, 65.2645%]
781	61.97183099%	[58.5164%, 65.3100%]
782	62.02046036%	[58.5679%, 65.3555%]
783	61.94125160%	[58.4899%, 65.2760%]
784	61.86224490%	[58.4122%, 65.1966%]
785	61.91082803%	[58.4636%, 65.2421%]
786	61.95928753%	[58.5149%, 65.2874%]
787	61.88055909%	[58.4374%, 65.2083%]
788	61.92893401%	[58.4886%, 65.2536%]
789	61.85044360%	[58.4113%, 65.1747%]
790	61.77215190%	[58.3343%, 65.0961%]
791	61.69405815%	[58.2575%, 65.0176%]
792	61.74242424%	[58.3086%, 65.0629%]
793	61.79066835%	[58.3596%, 65.1080%]
794	61.83879093%	[58.4105%, 65.1531%]
795	61.76100629%	[58.3340%, 65.0749%]
796	61.68341709%	[58.2577%, 64.9969%]
797	61.73149310%	[58.3085%, 65.0420%]
798	61.65413534%	[58.2324%, 64.9642%]
799	61.70212766%	[58.2831%, 65.0092%]
800	61.75000000%	[58.3337%, 65.0540%]
801	61.79775281%	[58.3842%, 65.0987%]
802	61.72069825%	[58.3084%, 65.0213%]
803	61.76836862%	[58.3588%, 65.0659%]
804	61.81592040%	[58.4090%, 65.1104%]
805	61.86335404%	[58.4592%, 65.1549%]
806	61.91066998%	[58.5092%, 65.1992%]
807	61.83395291%	[58.4337%, 65.1221%]
808	61.88118812%	[58.4836%, 65.1663%]
809	61.92830655%	[58.5334%, 65.2104%]
810	61.85185185%	[58.4582%, 65.1336%]
811	61.89889026%	[58.5079%, 65.1777%]
812	61.94581281%	[58.5575%, 65.2216%]
813	61.86961870%	[58.4825%, 65.1451%]
814	61.91646192%	[58.5320%, 65.1890%]
815	61.96319018%	[58.5814%, 65.2327%]
816	62.00980392%	[58.6307%, 65.2764%]
817	61.93390453%	[58.5560%, 65.2002%]
818	61.85819071%	[58.4814%, 65.1241%]
819	61.78266178%	[58.4071%, 65.0482%]
820	61.82926829%	[58.4563%, 65.0919%]
821	61.87576127%	[58.5054%, 65.1355%]
822	61.80048662%	[58.4314%, 65.0598%]
823	61.84690158%	[58.4804%, 65.1033%]
824	61.89320388%	[58.5293%, 65.1467%]
825	61.93939394%	[58.5781%, 65.1900%]
826	61.98547215%	[58.6268%, 65.2332%]
827	62.03143894%	[58.6754%, 65.2762%]
828	62.07729469%	[58.7239%, 65.3192%]
829	62.00241255%	[58.6501%, 65.2440%]
830	62.04819277%	[58.6985%, 65.2869%]
831	62.09386282%	[58.7468%, 65.3297%]
832	62.13942308%	[58.7949%, 65.3723%]
833	62.06482593%	[58.7214%, 65.2974%]
834	62.11031175%	[58.7695%, 65.3401%]
835	62.15568862%	[58.8175%, 65.3826%]
836	62.08133971%	[58.7442%, 65.3079%]
837	62.12664277%	[58.7921%, 65.3504%]
838	62.17183771%	[58.8399%, 65.3927%]
839	62.09773540%	[58.7669%, 65.3183%]
840	62.02380952%	[58.6941%, 65.2441%]
841	62.06896552%	[58.7418%, 65.2864%]
842	61.99524941%	[58.6692%, 65.2124%]
843	61.92170819%	[58.5967%, 65.1385%]
844	61.96682464%	[58.6444%, 65.1808%]
845	61.89349112%	[58.5722%, 65.1072%]
846	61.93853428%	[58.6197%, 65.1494%]
847	61.86540732%	[58.5477%, 65.0760%]
848	61.79245283%	[58.4759%, 65.0027%]
849	61.83745583%	[58.5234%, 65.0449%]
850	61.88235294%	[58.5708%, 65.0870%]
851	61.80963572%	[58.4992%, 65.0139%]
852	61.85446009%	[58.5465%, 65.0560%]
853	61.78194607%	[58.4751%, 64.9831%]
854	61.70960187%	[58.4039%, 64.9105%]
855	61.63742690%	[58.3328%, 64.8379%]
856	61.56542056%	[58.2620%, 64.7655%]
857	61.61026838%	[58.3093%, 64.8077%]
858	61.53846154%	[58.2386%, 64.7355%]
859	61.46682189%	[58.1681%, 64.6635%]
860	61.51162791%	[58.2153%, 64.7055%]
861	61.44018583%	[58.1450%, 64.6337%]
862	61.48491879%	[58.1922%, 64.6757%]
863	61.52954809%	[58.2393%, 64.7177%]
864	61.45833333%	[58.1692%, 64.6461%]
865	61.50289017%	[58.2161%, 64.6879%]
866	61.54734411%	[58.2630%, 64.7297%]
867	61.59169550%	[58.3098%, 64.7713%]
868	61.52073733%	[58.2399%, 64.7000%]
869	61.56501726%	[58.2866%, 64.7416%]
870	61.49425287%	[58.2170%, 64.6705%]
871	61.53846154%	[58.2636%, 64.7120%]
872	61.58256881%	[58.3101%, 64.7534%]
873	61.51202749%	[58.2406%, 64.6825%]
874	61.44164760%	[58.1714%, 64.6118%]
875	61.48571429%	[58.2178%, 64.6532%]
876	61.52968037%	[58.2642%, 64.6945%]
877	61.57354618%	[58.3104%, 64.7357%]
878	61.61731207%	[58.3566%, 64.7769%]
879	61.66097838%	[58.4026%, 64.8179%]
880	61.70454545%	[58.4485%, 64.8588%]
881	61.63450624%	[58.3796%, 64.7884%]
882	61.67800454%	[58.4254%, 64.8293%]
883	61.72140430%	[58.4712%, 64.8701%]
884	61.76470588%	[58.5168%, 64.9108%]
885	61.80790960%	[58.5624%, 64.9514%]
886	61.85101580%	[58.6079%, 64.9919%]
887	61.89402480%	[58.6532%, 65.0323%]
888	61.93693694%	[58.6985%, 65.0726%]
889	61.97975253%	[58.7436%, 65.1128%]
890	62.02247191%	[58.7887%, 65.1529%]
891	62.06509540%	[58.8337%, 65.1929%]
892	62.10762332%	[58.8785%, 65.2329%]
893	62.15005599%	[58.9233%, 65.2727%]
894	62.08053691%	[58.8548%, 65.2029%]
895	62.12290503%	[58.8995%, 65.2427%]
896	62.16517857%	[58.9441%, 65.2824%]
897	62.20735786%	[58.9886%, 65.3220%]
898	62.13808463%	[58.9203%, 65.2525%]
899	62.06896552%	[58.8522%, 65.1831%]
900	62.11111111%	[58.8966%, 65.2226%]
901	62.15316315%	[58.9410%, 65.2621%]
902	62.19512195%	[58.9853%, 65.3016%]
903	62.23698782%	[59.0294%, 65.3409%]
904	62.27876106%	[59.0735%, 65.3801%]
905	62.32044199%	[59.1175%, 65.4192%]
906	62.36203091%	[59.1614%, 65.4583%]
907	62.40352811%	[59.2052%, 65.4973%]
908	62.33480176%	[59.1374%, 65.4283%]
909	62.37623762%	[59.1811%, 65.4672%]
910	62.41758242%	[59.2247%, 65.5060%]
911	62.45883644%	[59.2683%, 65.5448%]
912	62.50000000%	[59.3117%, 65.5834%]
913	62.43154436%	[59.2442%, 65.5147%]
914	62.47264770%	[59.2876%, 65.5533%]
915	62.40437158%	[59.2202%, 65.4848%]
916	62.33624454%	[59.1530%, 65.4164%]
917	62.26826609%	[59.0860%, 65.3482%]
918	62.30936819%	[59.1293%, 65.3868%]
919	62.35038085%	[59.1726%, 65.4254%]
920	62.39130435%	[59.2158%, 65.4638%]
921	62.43213898%	[59.2588%, 65.5022%]
922	62.47288503%	[59.3018%, 65.5404%]
923	62.40520043%	[59.2350%, 65.4725%]
924	62.44588745%	[59.2780%, 65.5107%]
925	62.48648649%	[59.3208%, 65.5489%]
926	62.41900648%	[59.2542%, 65.4812%]
927	62.35167206%	[59.1878%, 65.4136%]
928	62.28448276%	[59.1215%, 65.3462%]
929	62.21743811%	[59.0554%, 65.2789%]
930	62.15053763%	[58.9894%, 65.2117%]
931	62.19119227%	[59.0323%, 65.2499%]
932	62.12446352%	[58.9665%, 65.1829%]
933	62.16505895%	[59.0093%, 65.2211%]
934	62.20556745%	[59.0520%, 65.2592%]
935	62.13903743%	[58.9863%, 65.1924%]
936	62.17948718%	[59.0290%, 65.2304%]
937	62.21985059%	[59.0715%, 65.2684%]
938	62.26012793%	[59.1140%, 65.3063%]
939	62.19382322%	[59.0486%, 65.2397%]
940	62.23404255%	[59.0910%, 65.2775%]
941	62.27417641%	[59.1333%, 65.3153%]
942	62.31422505%	[59.1755%, 65.3529%]
943	62.35418876%	[59.2176%, 65.3905%]
944	62.39406780%	[59.2597%, 65.4280%]
945	62.43386243%	[59.3016%, 65.4654%]
946	62.47357294%	[59.3435%, 65.5027%]
947	62.40760296%	[59.2784%, 65.4366%]
948	62.44725738%	[59.3202%, 65.4738%]
949	62.38145416%	[59.2553%, 65.4078%]
950	62.31578947%	[59.1905%, 65.3419%]
951	62.35541535%	[59.2322%, 65.3792%]
952	62.39495798%	[59.2739%, 65.4164%]
953	62.43441763%	[59.3155%, 65.4535%]
954	62.47379455%	[59.3570%, 65.4905%]
955	62.40837696%	[59.2925%, 65.4249%]
956	62.44769874%	[59.3339%, 65.4618%]
957	62.48693835%	[59.3753%, 65.4987%]
958	62.52609603%	[59.4166%, 65.5356%]
959	62.56517205%	[59.4578%, 65.5723%]
960	62.60416667%	[59.4989%, 65.6090%]
961	62.64308012%	[59.5399%, 65.6456%]
962	62.57796258%	[59.4756%, 65.5802%]
963	62.51298027%	[59.4115%, 65.5150%]
964	62.44813278%	[59.3475%, 65.4500%]
965	62.38341969%	[59.2836%, 65.3850%]
966	62.42236025%	[59.3246%, 65.4217%]
967	62.46122027%	[59.3656%, 65.4582%]
968	62.39669421%	[59.3019%, 65.3935%]
969	62.43550052%	[59.3428%, 65.4300%]
970	62.37113402%	[59.2793%, 65.3654%]
971	62.30690010%	[59.2159%, 65.3009%]
972	62.34567901%	[59.2567%, 65.3374%]
973	62.38437821%	[59.2975%, 65.3739%]
974	62.42299795%	[59.3382%, 65.4102%]
975	62.46153846%	[59.3788%, 65.4465%]
976	62.50000000%	[59.4193%, 65.4827%]
977	62.53838280%	[59.4598%, 65.5188%]
978	62.47443763%	[59.3966%, 65.4546%]
979	62.51276813%	[59.4370%, 65.4907%]
980	62.44897959%	[59.3741%, 65.4267%]
981	62.48725790%	[59.4144%, 65.4627%]
982	62.52545825%	[59.4546%, 65.4987%]
983	62.56358087%	[59.4948%, 65.5346%]
984	62.60162602%	[59.5349%, 65.5704%]
985	62.53807107%	[59.4721%, 65.5066%]
986	62.47464503%	[59.4095%, 65.4430%]
987	62.51266464%	[59.4496%, 65.4787%]
988	62.55060729%	[59.4895%, 65.5145%]
989	62.48736097%	[59.4271%, 65.4510%]
990	62.52525253%	[59.4670%, 65.4867%]
991	62.46215943%	[59.4047%, 65.4234%]
992	62.50000000%	[59.4446%, 65.4590%]
993	62.43705942%	[59.3824%, 65.3958%]
994	62.37424547%	[59.3204%, 65.3328%]
995	62.31155779%	[59.2585%, 65.2699%]
996	62.24899598%	[59.1968%, 65.2071%]
997	62.28686058%	[59.2366%, 65.2428%]
998	62.32464930%	[59.2764%, 65.2784%]
999	62.36236236%	[59.3161%, 65.3139%]
1000	62.40000000%	[59.3558%, 65.3493%]


