
task	acc_norm	95% confidence interval
582	65.97938144%	[62.0367%, 69.7125%]
583	66.03773585%	[62.0997%, 69.7658%]
584	66.09589041%	[62.1625%, 69.8189%]
585	66.15384615%	[62.2251%, 69.8718%]
586	66.21160410%	[62.2875%, 69.9246%]
587	66.09880750%	[62.1757%, 69.8125%]
588	66.15646259%	[62.2380%, 69.8652%]
589	66.21392190%	[62.3001%, 69.9177%]
590	66.10169492%	[62.1889%, 69.8062%]
591	66.15905245%	[62.2508%, 69.8586%]
592	66.21621622%	[62.3125%, 69.9108%]
593	66.27318718%	[62.3741%, 69.9628%]
594	66.16161616%	[62.2635%, 69.8520%]
595	66.21848739%	[62.3249%, 69.9040%]
596	66.27516779%	[62.3861%, 69.9558%]
597	66.33165829%	[62.4471%, 70.0074%]
598	66.38795987%	[62.5079%, 70.0588%]
599	66.44407346%	[62.5685%, 70.1100%]
600	66.50000000%	[62.6290%, 70.1611%]
601	66.38935108%	[62.5193%, 70.0513%]
602	66.44518272%	[62.5796%, 70.1023%]
603	66.50082919%	[62.6397%, 70.1531%]
604	66.55629139%	[62.6996%, 70.2038%]
605	66.44628099%	[62.5905%, 70.0946%]
606	66.50165017%	[62.6503%, 70.1451%]
607	66.39209226%	[62.5416%, 70.0364%]
608	66.44736842%	[62.6013%, 70.0869%]
609	66.50246305%	[62.6608%, 70.1372%]
610	66.55737705%	[62.7201%, 70.1874%]
611	66.61211129%	[62.7792%, 70.2374%]
612	66.66666667%	[62.8381%, 70.2873%]
613	66.72104405%	[62.8969%, 70.3370%]
614	66.61237785%	[62.7891%, 70.2291%]
615	66.66666667%	[62.8477%, 70.2787%]
616	66.72077922%	[62.9061%, 70.3282%]
617	66.77471637%	[62.9644%, 70.3775%]
618	66.82847896%	[63.0225%, 70.4266%]
619	66.72051696%	[62.9153%, 70.3195%]
620	66.77419355%	[62.9733%, 70.3685%]
621	66.82769726%	[63.0311%, 70.4174%]
622	66.88102894%	[63.0887%, 70.4661%]
623	66.93418941%	[63.1461%, 70.5147%]
624	66.98717949%	[63.2034%, 70.5631%]
625	67.04000000%	[63.2604%, 70.6114%]
626	66.93290735%	[63.1541%, 70.5052%]
627	66.98564593%	[63.2111%, 70.5534%]
628	67.03821656%	[63.2679%, 70.6014%]
629	66.93163752%	[63.1620%, 70.4957%]
630	66.98412698%	[63.2187%, 70.5437%]
631	67.03645008%	[63.2752%, 70.5915%]
632	66.93037975%	[63.1699%, 70.4863%]
633	66.98262243%	[63.2263%, 70.5341%]
634	67.03470032%	[63.2825%, 70.5817%]
635	66.92913386%	[63.1777%, 70.4770%]
636	66.98113208%	[63.2338%, 70.5245%]
637	66.87598116%	[63.1294%, 70.4202%]
638	66.92789969%	[63.1854%, 70.4677%]
639	66.97965571%	[63.2413%, 70.5151%]
640	67.03125000%	[63.2970%, 70.5622%]
641	67.08268331%	[63.3526%, 70.6093%]
642	67.13395639%	[63.4079%, 70.6562%]
643	67.18506998%	[63.4631%, 70.7029%]
644	67.08074534%	[63.3595%, 70.5995%]
645	67.13178295%	[63.4146%, 70.6461%]
646	67.02786378%	[63.3113%, 70.5431%]
647	67.07882535%	[63.3663%, 70.5897%]
648	66.97530864%	[63.2635%, 70.4870%]
649	67.02619414%	[63.3184%, 70.5336%]
650	67.07692308%	[63.3732%, 70.5800%]
651	66.97388633%	[63.2708%, 70.4778%]
652	67.02453988%	[63.3254%, 70.5242%]
653	66.92189893%	[63.2235%, 70.4224%]
654	66.81957187%	[63.1219%, 70.3209%]
655	66.87022901%	[63.1765%, 70.3673%]
656	66.76829268%	[63.0752%, 70.2661%]
657	66.66666667%	[62.9744%, 70.1652%]
658	66.71732523%	[63.0289%, 70.2116%]
659	66.76783005%	[63.0834%, 70.2579%]
660	66.81818182%	[63.1376%, 70.3041%]
661	66.71709531%	[63.0373%, 70.2037%]
662	66.76737160%	[63.0914%, 70.2498%]
663	66.66666667%	[62.9914%, 70.1499%]
664	66.56626506%	[62.8918%, 70.0502%]
665	66.46616541%	[62.7924%, 69.9507%]
666	66.36636637%	[62.6934%, 69.8516%]
667	66.41679160%	[62.7477%, 69.8979%]
668	66.46706587%	[62.8018%, 69.9440%]
669	66.51718984%	[62.8557%, 69.9900%]
670	66.41791045%	[62.7572%, 69.8914%]
671	66.31892697%	[62.6590%, 69.7931%]
672	66.22023810%	[62.5611%, 69.6950%]
673	66.27043091%	[62.6151%, 69.7411%]
674	66.17210682%	[62.5176%, 69.6433%]
675	66.22222222%	[62.5714%, 69.6894%]
676	66.12426036%	[62.4743%, 69.5920%]
677	66.17429838%	[62.5281%, 69.6380%]
678	66.07669617%	[62.4313%, 69.5410%]
679	66.12665685%	[62.4850%, 69.5869%]
680	66.02941176%	[62.3885%, 69.4902%]
681	65.93245228%	[62.2924%, 69.3938%]
682	65.83577713%	[62.1966%, 69.2976%]
683	65.88579795%	[62.2503%, 69.3436%]
684	65.78947368%	[62.1548%, 69.2478%]
685	65.83941606%	[62.2084%, 69.2937%]
686	65.88921283%	[62.2619%, 69.3396%]
687	65.93886463%	[62.3152%, 69.3853%]
688	65.98837209%	[62.3683%, 69.4309%]
689	65.89259797%	[62.2734%, 69.3356%]
690	65.94202899%	[62.3264%, 69.3811%]
691	65.99131693%	[62.3794%, 69.4265%]
692	65.89595376%	[62.2848%, 69.3316%]
693	65.80086580%	[62.1906%, 69.2370%]
694	65.85014409%	[62.2434%, 69.2824%]
695	65.89928058%	[62.2962%, 69.3276%]
696	65.80459770%	[62.2023%, 69.2334%]
697	65.85365854%	[62.2549%, 69.2786%]
698	65.90257880%	[62.3074%, 69.3237%]
699	65.80829757%	[62.2140%, 69.2298%]
700	65.71428571%	[62.1208%, 69.1363%]
701	65.76319544%	[62.1732%, 69.1813%]
702	65.81196581%	[62.2255%, 69.2263%]
703	65.86059744%	[62.2777%, 69.2711%]
704	65.90909091%	[62.3297%, 69.3158%]
705	65.81560284%	[62.2370%, 69.2228%]
706	65.72237960%	[62.1446%, 69.1300%]
707	65.77086280%	[62.1966%, 69.1747%]
708	65.81920904%	[62.2484%, 69.2193%]
709	65.86741890%	[62.3001%, 69.2637%]
710	65.77464789%	[62.2082%, 69.1714%]
711	65.82278481%	[62.2598%, 69.2158%]
712	65.87078652%	[62.3112%, 69.2600%]
713	65.91865358%	[62.3625%, 69.3042%]
714	65.82633053%	[62.2710%, 69.2123%]
715	65.73426573%	[62.1797%, 69.1206%]
716	65.78212291%	[62.2310%, 69.1648%]
717	65.82984658%	[62.2822%, 69.2088%]
718	65.73816156%	[62.1913%, 69.1175%]
719	65.64673157%	[62.1007%, 69.0265%]
720	65.69444444%	[62.1518%, 69.0705%]
721	65.60332871%	[62.0615%, 68.9798%]
722	65.65096953%	[62.1125%, 69.0238%]
723	65.69847856%	[62.1634%, 69.0676%]
724	65.74585635%	[62.2141%, 69.1114%]
725	65.65517241%	[62.1242%, 69.0211%]
726	65.70247934%	[62.1749%, 69.0648%]
727	65.74965612%	[62.2254%, 69.1083%]
728	65.79670330%	[62.2758%, 69.1518%]
729	65.84362140%	[62.3261%, 69.1951%]
730	65.75342466%	[62.2366%, 69.1053%]
731	65.80027360%	[62.2868%, 69.1485%]
732	65.71038251%	[62.1977%, 69.0590%]
733	65.75716235%	[62.2478%, 69.1022%]
734	65.80381471%	[62.2978%, 69.1453%]
735	65.85034014%	[62.3476%, 69.1883%]
736	65.89673913%	[62.3973%, 69.2311%]
737	65.94301221%	[62.4468%, 69.2738%]
738	65.85365854%	[62.3582%, 69.1849%]
739	65.76454668%	[62.2699%, 69.0962%]
740	65.81081081%	[62.3194%, 69.1389%]
741	65.85695007%	[62.3688%, 69.1816%]
742	65.90296496%	[62.4181%, 69.2241%]
743	65.94885599%	[62.4672%, 69.2664%]
744	65.99462366%	[62.5162%, 69.3087%]
745	66.04026846%	[62.5651%, 69.3509%]
746	66.08579088%	[62.6139%, 69.3929%]
747	66.13119143%	[62.6625%, 69.4348%]
748	66.17647059%	[62.7110%, 69.4766%]
749	66.22162884%	[62.7594%, 69.5183%]
750	66.26666667%	[62.8077%, 69.5599%]
751	66.31158455%	[62.8558%, 69.6013%]
752	66.22340426%	[62.7683%, 69.5136%]
753	66.13545817%	[62.6810%, 69.4261%]
754	66.18037135%	[62.7291%, 69.4676%]
755	66.09271523%	[62.6421%, 69.3804%]
756	66.00529101%	[62.5553%, 69.2934%]
757	66.05019815%	[62.6034%, 69.3349%]
758	66.09498681%	[62.6514%, 69.3763%]
759	66.00790514%	[62.5649%, 69.2896%]
760	65.92105263%	[62.4788%, 69.2032%]
761	65.96583443%	[62.5267%, 69.2446%]
762	66.01049869%	[62.5745%, 69.2859%]
763	65.92398427%	[62.4887%, 69.1998%]
764	65.96858639%	[62.5364%, 69.2410%]
765	66.01307190%	[62.5840%, 69.2821%]
766	65.92689295%	[62.4985%, 69.1964%]
767	65.84093872%	[62.4132%, 69.1108%]
768	65.75520833%	[62.3282%, 69.0254%]
769	65.66970091%	[62.2434%, 68.9402%]
770	65.71428571%	[62.2910%, 68.9815%]
771	65.75875486%	[62.3386%, 69.0227%]
772	65.80310881%	[62.3860%, 69.0637%]
773	65.84734799%	[62.4333%, 69.1047%]
774	65.89147287%	[62.4805%, 69.1455%]
775	65.93548387%	[62.5276%, 69.1862%]
776	65.97938144%	[62.5745%, 69.2268%]
777	66.02316602%	[62.6214%, 69.2673%]
778	66.06683805%	[62.6681%, 69.3077%]
779	66.11039795%	[62.7147%, 69.3480%]
780	66.02564103%	[62.6305%, 69.2637%]
781	65.94110115%	[62.5466%, 69.1795%]
782	65.98465473%	[62.5932%, 69.2198%]
783	65.90038314%	[62.5096%, 69.1359%]
784	65.81632653%	[62.4262%, 69.0522%]
785	65.85987261%	[62.4727%, 69.0925%]
786	65.90330789%	[62.5192%, 69.1328%]
787	65.81956798%	[62.4361%, 69.0494%]
788	65.73604061%	[62.3532%, 68.9662%]
789	65.65272497%	[62.2706%, 68.8832%]
790	65.56962025%	[62.1882%, 68.8004%]
791	65.48672566%	[62.1060%, 68.7178%]
792	65.53030303%	[62.1525%, 68.7582%]
793	65.57377049%	[62.1989%, 68.7985%]
794	65.61712846%	[62.2452%, 68.8387%]
795	65.53459119%	[62.1634%, 68.7564%]
796	65.45226131%	[62.0817%, 68.6744%]
797	65.49560853%	[62.1280%, 68.7146%]
798	65.53884712%	[62.1742%, 68.7547%]
799	65.58197747%	[62.2202%, 68.7947%]
800	65.62500000%	[62.2661%, 68.8345%]
801	65.66791511%	[62.3119%, 68.8743%]
802	65.71072319%	[62.3576%, 68.9140%]
803	65.75342466%	[62.4032%, 68.9536%]
804	65.79601990%	[62.4487%, 68.9931%]
805	65.83850932%	[62.4941%, 69.0325%]
806	65.88089330%	[62.5394%, 69.0718%]
807	65.79925651%	[62.4584%, 68.9905%]
808	65.84158416%	[62.5036%, 69.0297%]
809	65.88380717%	[62.5486%, 69.0688%]
810	65.92592593%	[62.5936%, 69.1079%]
811	65.96794081%	[62.6385%, 69.1468%]
812	66.00985222%	[62.6833%, 69.1857%]
813	65.92865929%	[62.6027%, 69.1048%]
814	65.97051597%	[62.6474%, 69.1436%]
815	66.01226994%	[62.6920%, 69.1823%]
816	65.93137255%	[62.6117%, 69.1018%]
817	65.85067319%	[62.5316%, 69.0214%]
818	65.89242054%	[62.5761%, 69.0601%]
819	65.81196581%	[62.4963%, 68.9800%]
820	65.85365854%	[62.5408%, 69.0187%]
821	65.89524970%	[62.5852%, 69.0572%]
822	65.93673966%	[62.6295%, 69.0957%]
823	65.97812880%	[62.6737%, 69.1341%]
824	66.01941748%	[62.7178%, 69.1724%]
825	66.06060606%	[62.7618%, 69.2106%]
826	66.10169492%	[62.8056%, 69.2487%]
827	66.14268440%	[62.8494%, 69.2867%]
828	66.06280193%	[62.7701%, 69.2072%]
829	65.98311218%	[62.6910%, 69.1278%]
830	66.02409639%	[62.7347%, 69.1658%]
831	66.06498195%	[62.7784%, 69.2038%]
832	66.10576923%	[62.8219%, 69.2416%]
833	66.02641056%	[62.7431%, 69.1626%]
834	66.06714628%	[62.7866%, 69.2004%]
835	66.10778443%	[62.8300%, 69.2381%]
836	66.14832536%	[62.8732%, 69.2757%]
837	66.18876941%	[62.9164%, 69.3132%]
838	66.22911695%	[62.9595%, 69.3506%]
839	66.26936830%	[63.0025%, 69.3879%]
840	66.19047619%	[62.9241%, 69.3094%]
841	66.23067776%	[62.9670%, 69.3467%]
842	66.15201900%	[62.8889%, 69.2684%]
843	66.07354686%	[62.8110%, 69.1903%]
844	66.11374408%	[62.8539%, 69.2276%]
845	66.03550296%	[62.7762%, 69.1497%]
846	66.07565012%	[62.8190%, 69.1870%]
847	65.99763872%	[62.7415%, 69.1093%]
848	65.91981132%	[62.6643%, 69.0318%]
849	65.95995289%	[62.7071%, 69.0690%]
850	66.00000000%	[62.7498%, 69.1062%]
851	66.03995300%	[62.7924%, 69.1433%]
852	66.07981221%	[62.8349%, 69.1803%]
853	66.00234467%	[62.7580%, 69.1032%]
854	66.04215457%	[62.8005%, 69.1402%]
855	65.96491228%	[62.7238%, 69.0632%]
856	65.88785047%	[62.6473%, 68.9865%]
857	65.92765461%	[62.6897%, 69.0235%]
858	65.85081585%	[62.6134%, 68.9469%]
859	65.77415600%	[62.5373%, 68.8705%]
860	65.81395349%	[62.5797%, 68.9075%]
861	65.73751452%	[62.5039%, 68.8314%]
862	65.77726218%	[62.5462%, 68.8683%]
863	65.81691773%	[62.5885%, 68.9052%]
864	65.74074074%	[62.5129%, 68.8293%]
865	65.78034682%	[62.5551%, 68.8661%]
866	65.81986143%	[62.5972%, 68.9028%]
867	65.85928489%	[62.6392%, 68.9395%]
868	65.78341014%	[62.5639%, 68.8639%]
869	65.82278481%	[62.6058%, 68.9005%]
870	65.86206897%	[62.6477%, 68.9370%]
871	65.90126292%	[62.6894%, 68.9734%]
872	65.94036697%	[62.7311%, 69.0098%]
873	65.86483391%	[62.6561%, 68.9346%]
874	65.90389016%	[62.6977%, 68.9709%]
875	65.94285714%	[62.7392%, 69.0071%]
876	65.98173516%	[62.7807%, 69.0432%]
877	66.02052452%	[62.8220%, 69.0793%]
878	66.05922551%	[62.8633%, 69.1153%]
879	66.09783845%	[62.9044%, 69.1512%]
880	66.13636364%	[62.9455%, 69.1870%]
881	66.06129398%	[62.8709%, 69.1122%]
882	66.09977324%	[62.9119%, 69.1480%]
883	66.02491506%	[62.8376%, 69.0734%]
884	65.95022624%	[62.7634%, 68.9990%]
885	65.98870056%	[62.8044%, 69.0348%]
886	65.91422122%	[62.7304%, 68.9606%]
887	65.95264938%	[62.7713%, 68.9964%]
888	65.87837838%	[62.6976%, 68.9224%]
889	65.91676040%	[62.7385%, 68.9581%]
890	65.95505618%	[62.7793%, 68.9937%]
891	65.99326599%	[62.8200%, 69.0293%]
892	66.03139013%	[62.8606%, 69.0647%]
893	66.06942889%	[62.9011%, 69.1001%]
894	66.10738255%	[62.9415%, 69.1354%]
895	66.14525140%	[62.9819%, 69.1706%]
896	66.07142857%	[62.9085%, 69.0971%]
897	66.10925307%	[62.9488%, 69.1323%]
898	66.03563474%	[62.8757%, 69.0590%]
899	65.96218020%	[62.8027%, 68.9858%]
900	66.00000000%	[62.8430%, 69.0210%]
901	66.03773585%	[62.8832%, 69.0561%]
902	66.07538803%	[62.9233%, 69.0912%]
903	66.00221484%	[62.8506%, 69.0183%]
904	66.03982301%	[62.8906%, 69.0533%]
905	66.07734807%	[62.9306%, 69.0882%]
906	66.11479029%	[62.9705%, 69.1230%]
907	66.15214994%	[63.0103%, 69.1578%]
908	66.18942731%	[63.0500%, 69.1925%]
909	66.11661166%	[62.9776%, 69.1200%]
910	66.15384615%	[63.0173%, 69.1546%]
911	66.19099890%	[63.0568%, 69.1892%]
912	66.22807018%	[63.0963%, 69.2237%]
913	66.26506024%	[63.1357%, 69.2581%]
914	66.19256018%	[63.0637%, 69.1859%]
915	66.12021858%	[62.9918%, 69.1139%]
916	66.04803493%	[62.9201%, 69.0420%]
917	65.97600872%	[62.8485%, 68.9702%]
918	65.90413943%	[62.7771%, 68.8986%]
919	65.94124048%	[62.8166%, 68.9332%]
920	65.97826087%	[62.8560%, 68.9677%]
921	65.90662324%	[62.7848%, 68.8963%]
922	65.94360087%	[62.8242%, 68.9307%]
923	65.87215601%	[62.7532%, 68.8595%]
924	65.90909091%	[62.7925%, 68.8940%]
925	65.83783784%	[62.7217%, 68.8230%]
926	65.76673866%	[62.6511%, 68.7521%]
927	65.69579288%	[62.5807%, 68.6814%]
928	65.62500000%	[62.5104%, 68.6108%]
929	65.66200215%	[62.5497%, 68.6453%]
930	65.59139785%	[62.4796%, 68.5749%]
931	65.62835661%	[62.5189%, 68.6094%]
932	65.55793991%	[62.4490%, 68.5392%]
933	65.48767417%	[62.3792%, 68.4691%]
934	65.52462527%	[62.4185%, 68.5036%]
935	65.45454545%	[62.3489%, 68.4337%]
936	65.49145299%	[62.3882%, 68.4681%]
937	65.52828175%	[62.4273%, 68.5025%]
938	65.56503198%	[62.4663%, 68.5368%]
939	65.49520767%	[62.3970%, 68.4671%]
940	65.53191489%	[62.4360%, 68.5014%]
941	65.56854410%	[62.4749%, 68.5356%]
942	65.60509554%	[62.5138%, 68.5697%]
943	65.64156946%	[62.5525%, 68.6037%]
944	65.67796610%	[62.5912%, 68.6377%]
945	65.71428571%	[62.6298%, 68.6715%]
946	65.75052854%	[62.6683%, 68.7054%]
947	65.78669483%	[62.7067%, 68.7391%]
948	65.82278481%	[62.7451%, 68.7728%]
949	65.75342466%	[62.6762%, 68.7036%]
950	65.68421053%	[62.6075%, 68.6346%]
951	65.61514196%	[62.5389%, 68.5658%]
952	65.54621849%	[62.4705%, 68.4970%]
953	65.58237146%	[62.5088%, 68.5308%]
954	65.61844864%	[62.5472%, 68.5645%]
955	65.54973822%	[62.4789%, 68.4959%]
956	65.58577406%	[62.5172%, 68.5296%]
957	65.62173459%	[62.5554%, 68.5632%]
958	65.55323591%	[62.4874%, 68.4948%]
959	65.58915537%	[62.5255%, 68.5284%]
960	65.62500000%	[62.5636%, 68.5619%]
961	65.66077003%	[62.6016%, 68.5952%]
962	65.59251559%	[62.5338%, 68.5272%]
963	65.62824507%	[62.5717%, 68.5606%]
964	65.56016598%	[62.5042%, 68.4927%]
965	65.49222798%	[62.4367%, 68.4249%]
966	65.52795031%	[62.4746%, 68.4583%]
967	65.56359876%	[62.5125%, 68.4916%]
968	65.49586777%	[62.4452%, 68.4240%]
969	65.53147575%	[62.4830%, 68.4573%]
970	65.56701031%	[62.5207%, 68.4905%]
971	65.49948507%	[62.4537%, 68.4231%]
972	65.53497942%	[62.4914%, 68.4563%]
973	65.57040082%	[62.5290%, 68.4894%]
974	65.60574949%	[62.5665%, 68.5224%]
975	65.64102564%	[62.6039%, 68.5554%]
976	65.67622951%	[62.6413%, 68.5882%]
977	65.71136131%	[62.6786%, 68.6211%]
978	65.64417178%	[62.6119%, 68.5541%]
979	65.67926456%	[62.6491%, 68.5869%]
980	65.61224490%	[62.5826%, 68.5200%]
981	65.64729867%	[62.6198%, 68.5528%]
982	65.68228106%	[62.6569%, 68.5855%]
983	65.71719227%	[62.6939%, 68.6181%]
984	65.65040650%	[62.6276%, 68.5515%]
985	65.68527919%	[62.6646%, 68.5841%]
986	65.61866126%	[62.5985%, 68.5176%]
987	65.65349544%	[62.6354%, 68.5502%]
988	65.68825911%	[62.6723%, 68.5827%]
989	65.72295248%	[62.7091%, 68.6151%]
990	65.75757576%	[62.7459%, 68.6475%]
991	65.69122099%	[62.6800%, 68.5813%]
992	65.72580645%	[62.7167%, 68.6136%]
993	65.65961732%	[62.6509%, 68.5476%]
994	65.69416499%	[62.6876%, 68.5799%]
995	65.72864322%	[62.7242%, 68.6121%]
996	65.66265060%	[62.6586%, 68.5463%]
997	65.69709127%	[62.6952%, 68.5785%]
998	65.73146293%	[62.7316%, 68.6106%]
999	65.76576577%	[62.7680%, 68.6427%]
1000	65.80000000%	[62.8044%, 68.6747%]


